gene_symbol,adrenal gland,bone marrow,brain,breast,colon,heart,kidney,liver,lung,muscle,ovary,palatine tonsil,pancreas,placenta,prostate,retina,salivary gland,skin,small intestine,spleen,testis,thymus gland,thyroid gland,trachea,uterus
YARS,67.8797,45.8353,46.17755,27.5144,36.8408,23.702,15.8928,86.7623,35.7783,34.3656,23.2224,48.9606,84.8838,37.3353,33.4473,33.1564,50.0708,27.731,43.2793,34.4305,68.6285,49.2036,25.045,41.1365,31.3082
CLDN1,11.7861,0.8002,0.90995,7.4116,1.2735,0.852,8.3314,25.4416,3.3665,1.3106,1.4969,7.31,13.8418,20.263,7.718,0.9105,4.0799,38.9779,1.4915,1.3198,1.2289,1.8474,3.7549,13.6263,14.7161
TMEM183A,25.3289,44.2613,17.61655,32.4588,40.5578,12.3577,21.4592,26.4162,27.6631,13.5176,15.1576,32.6032,35.2699,18.5244,21.554,23.7276,40.7429,25.1715,36.1468,26.5728,62.1531,42.2262,23.1401,34.6052,31.9806
SIRPB1,0.6935,31.0516,1.3313,1.3174,1.683,1.7241,1.9973,1.509,3.7611,1.0013,1.5399,1.8018,3.8697,1.7373,2.1083,1.7704,1.2651,1.6357,1.1217,8.414,1.9493,1.8858,0.5332,0.7045,1.3161
PLXDC2,13.2399,41.0283,17.3758,20.2864,13.407,15.7335,21.0303,5.8415,61.6151,8.5183,19.7244,10.0791,5.7315,4.4766,14.0666,12.1997,4.8673,39.8624,10.2931,12.9163,5.5097,3.6296,12.9996,10.3276,14.5659
UTS2R,7.3517,8.248,5.92215,6.6491,6.2933,14.0694,5.4231,6.8385,4.3782,17.0308,7.5527,4.8331,9.6508,6.35,7.4136,5.5469,6.8509,8.2608,4.8927,4.572,2.9583,5.4597,5.0084,7.3424,6.0932
PUM2,22.2604,39.0521,35.8691,45.8527,43.6016,45.6329,47.2344,42.4672,35.0683,22.288,59.5051,25.6739,28.3509,35.4374,52.6899,30.2221,18.083,35.7338,27.4438,42.4674,22.402,32.2392,69.5601,16.4344,20.1218
ZNF800,3.8554,56.7214,16.5342,10.4455,14.262,12.2487,11.4908,20.1293,19.0268,5.5528,25.3895,7.316,5.5948,6.1941,8.9694,4.8038,2.2195,35.4985,4,10.3229,9.1309,4.2419,11.3417,2.4441,5.3823
MTFR1,18.2748,5.8367,7.615,17.2964,16.57,9.8542,29.2737,24.2349,9.9688,14.6758,6.6851,10.6838,19.5945,15.2131,8.2817,17.5882,8.8704,8.3968,22.567,7.5916,120.8135,8.2455,8.0695,10.1398,8.5459
PPP1R12B,21.296,14.8717,54.57125,33.5624,194.0547,611.1575,36.9709,18.485,32.0981,146.4371,100.4346,28.9962,55.7788,29.1616,115.9244,263.1514,32.4299,36.2059,98.865,44.4376,18.0855,18.4824,27.1301,61.2906,190.0894
KDM4C,3.9984,17.6855,5.4179,7.1524,7.9172,4.137,6.3091,5.4604,6.4916,3.0647,6.0232,7.7091,11.8997,5.0203,7.4603,6.4948,11.1388,5.6811,5.2147,8.1225,5.3363,10.8946,7.8201,4.4031,4.3941
NAPG,12.4182,16.3347,23.6844,13.2447,12.1613,14.6076,11.0105,13.2611,9.1623,6.9216,8.0464,18.2858,11.0536,11.793,11.7114,8.874,8.8842,7.1231,12.2367,9.9515,19.335,12.0229,7.8907,11.873,9.3187
OR10H2,2.2946,3.6519,3.24335,1.5699,5.5468,4.1037,1.825,7.2405,3.3309,8.8856,2.1923,3.215,7.1643,4.2184,3.8929,2.6638,19.085,2.7885,1.8472,2.9627,1.7408,4.8305,1.4538,3.1301,3.0205
AKAP14,1.1329,0.9586,0.80925,0.5125,3.128,0.9142,0.7857,0.6102,0.8446,8.4944,0.8997,0.5218,2.1274,1.4265,0.8446,0.6624,1.2621,0.8962,1.2197,1.3378,20.8822,0.7819,0.9375,0.5964,0.5125
FOXN1,5.2565,8.6314,8.42005,5.5337,9.4657,11.1661,5.7377,5.193,6.116,10.3934,6.1207,11.2425,8.0063,3.2028,7.3315,5.4858,8.0155,27.5453,6.895,5.4806,3.4191,17.9086,4.0641,7.4382,4.8857
PROS1,21.4738,7.7677,26.8,89.6016,82.7535,95.2428,186.8605,606.427,135.4446,14.9204,211.3996,21.6596,27.0438,23.2129,27.5766,66.0541,6.748,138.003,58.9504,62.366,21.9207,13.4216,48.6947,25.7558,32.4217
HACL1,27.3745,41.5384,24.9798,37.2939,34.1233,30.392,66.4731,126.1174,26.974,48.2094,25.0618,33.2896,59.8331,22.9717,39.3754,34.2666,34.1456,50.6516,62.4964,37.843,146.02,40.5173,61.6956,39.8605,19.3637
SLC35B2,129.3487,43.5333,83.80705,61.0802,63.7102,39.9841,58.3207,86.7064,67.7584,59.3504,63.1931,80.6677,77.8165,73.0128,79.8059,104.4086,179.7108,61.8282,87.3378,61.8382,51.8411,57.9614,88.6351,144.0852,118.7914
CEP97,1.126,2.8262,2.45415,1.6793,1.9038,1.3454,2.2294,1.7958,1.4303,1.508,2.9278,1.4529,1.4664,1.6077,0.9603,1.4674,1.9376,1.7566,1.7196,1.7845,6.5184,2.4723,1.9439,1.0436,1.167
PRCP,491.7449,224.9574,364.86855,223.228,129.9732,179.5855,454.3965,362.2407,361.3941,63.1965,256.8323,326.3509,196.1644,517.6428,253.6112,316.3752,412.3037,341.8046,228.4602,248.3814,244.92,171.0177,304.1569,304.0258,494.8408
EXOC3L1,5.3151,1.6232,3.38325,1.9202,3.1279,1.6997,3.2884,2.0805,2.4264,1.872,5.7253,1.2781,3.1733,1.9906,1.7158,3.1181,2.492,1.585,1.9885,3.072,8.7964,2.4097,2.1344,2.4368,3.2
MAP4K3,21.0907,17.1129,40.355,57.0493,37.4994,68.6547,106.2286,47.9744,32.4325,47.3304,76.6396,11.9062,23.6415,48.1738,31.8355,25.4903,9.6472,38.5235,29.5463,20.7646,41.3388,8.5747,68.6849,8.043,19.7589
ATL3,59.0923,41.2686,54.3283,71.1913,75.8385,30.4669,63.4688,80.581,108.5043,15.6564,87.4988,54.16,69.873,37.3837,70.4679,58.6742,40.4097,120.3414,53.6488,73.3866,70.2626,34.6528,115.6319,45.4691,81.7672
AIFM3,1.3229,4.7683,33.64435,0.7764,15.5172,2.0016,1.3431,1.0936,1.5494,0.9519,1.1076,0.9509,1.1381,2.2749,1.1735,28.0887,2.0688,1.5147,1.3753,2.2808,0.644,0.7399,0.9115,0.8751,1.0503
MCRIP2,243.4693,53.2347,43.6433,29.5979,125.4749,127.9157,82.3153,180.4405,30.5423,288.4723,36.8765,57.851,117.5922,77.6521,48.6304,72.2471,155.5117,28.4296,131.9598,50.1359,110.9837,28.2349,78.2181,69.648,30.9587
RAB4A,107.5937,90.3848,242.92245,123.8985,136.4754,253.4761,114.4511,220.8299,123.8442,239.8244,114.249,116.368,215.9102,75.0093,325.7428,186.1855,345.7698,159.5666,147.8263,76.8396,87.7919,106.2114,180.3091,250.9325,127.3095
CDY1B,1.9012,1.5209,1.37795,1.0112,3.9192,1.2881,0.7723,0.7059,0.9366,1.1076,1.8376,0.9995,0.7735,0.9687,2.782,0.8073,171.2955,1.871,1.0985,1.2325,6.7286,0.5636,1.0985,0.8484,0.9577
HIST1H2BB,11.1874,133.6446,7.7904,30.7202,12.714,20.9289,12.0088,24.5283,17.3328,21.477,8.7072,37.9843,13.2627,47.5961,56.3735,13.8349,15.7938,8.0264,21.51,23.5179,27.0632,74.7432,12.9821,28.5935,24.41
MAPK14,16.1607,35.6137,11.1819,18.3787,24.1742,16.2888,19.0748,23.0548,22.4916,23.1435,10.8008,20.7233,23.0927,29.2117,14.5181,16.0926,23.5173,16.2513,18.674,27.8893,9.7887,36.7183,18.1773,15.57,25.4685
TOP3B,3.8294,5.1332,5.0196,2.5409,4.6013,3.4099,3.6257,4.0453,2.9567,4.9991,3.6624,3.3686,2.7093,6.9465,3.9772,4.1983,2.4481,3.6206,4.3506,4.4106,4.4675,6.074,2.6543,4.9006,5.2936
TDRD5,0.7217,0.7571,1.13425,2.4903,0.7426,1.04,1.1215,0.8946,1.2014,5.8805,0.8417,1.1977,0.7509,1.1228,1.3546,0.8261,1.4836,1.1246,1.2126,1.0715,12.3247,0.7518,1.0474,0.7902,1.3069
TAS2R50,0.9253,0.8153,0.9616,0.8421,0.897,1.2386,1.1784,1.4421,1.14,1.631,0.8223,1.1331,2.176,0.8179,1.7473,0.7728,1.5928,0.9303,0.7921,1.1973,1.147,1.0464,0.7138,0.9415,0.931
IL23R,1.0975,0.5333,0.41745,0.8511,0.7374,0.4713,0.5754,0.6359,0.7043,0.5468,0.4084,0.8178,0.3791,0.833,0.4217,0.5503,0.5697,0.4184,0.6945,0.6245,0.7062,0.6025,0.8591,0.4938,0.4596
CISD1,109.7667,30.3755,186.78355,47.0048,165.6812,451.5223,263.9654,151.9865,61.8741,384.6734,74.242,63.9722,70.8401,38.6727,66.2333,115.3159,97.5584,43.9921,135.6117,79.01,147.936,79.6245,107.1877,65.1961,47.5195
ETS2,19.6847,49.3154,15.0962,47.4907,42.0247,11.73,24.3258,58.1575,37.1766,17.3907,14.2175,27.5322,8.6539,31.3326,39.2523,29.7851,7.6578,31.9511,75.3988,68.7601,7.0605,27.2221,13.511,66.638,47.3108
MGAT4C,2.4789,0.6403,12.1028,0.8072,1.7716,14.1364,1.2924,1.273,0.8921,1.04,0.5778,0.7211,0.7237,0.7128,5.7995,0.6798,1.0499,0.751,0.6784,0.8212,2.0167,1.0279,59.0541,0.6572,1.1438
ATP1B3,211.6959,80.9073,58.5725,44.4917,145.9949,24.7128,86.9256,17.2533,76.3013,17.8457,352.9249,81.3417,30.0828,121.8326,88.1054,121.3125,28.0459,149.3182,125.8373,43.7941,71.6854,91.12,38.778,80.9673,49.0644
IDS,46.4347,141.5481,95.0459,40.2562,31.9704,85.7569,40.2068,25.1851,55.3391,42.2669,81.3636,64.5651,30.9138,190.464,39.6676,62.1806,40.8631,49.5545,36.1558,60.3339,13.1523,27.8847,35.3193,91.0889,63.7732
HIST1H2BK,71.1602,141.5579,35.85545,100.5628,71.8879,38.6664,36.409,154.6696,111.4311,20.2995,73.191,84.4576,177.0867,375.9162,212.2599,25.4381,117.8294,52.4565,65.1396,161.5578,135.2838,177.8245,106.7726,67.7109,96.1023
RNF13,36.7033,126.1832,200.58555,72.4943,65.3349,56.1503,105.4601,93.0654,124.8034,46.2949,84.9784,40.5874,61.0114,62.4096,93.3847,61.3684,54.0727,109.2053,41.8497,84.743,29.1391,23.1934,121.086,41.6576,22.2658
SELE,3.1007,1.1999,16.26455,467.039,3.3375,4.1215,94.4154,45.4214,7.2689,2.1762,90.5777,35.7076,10.8931,1.7621,32.4051,18.9961,1.5849,65.4618,2.0393,0.7295,4.8686,15.4005,40.6425,72.1483,29.5517
NPC2,449.4512,552.8288,435.9867,559.4048,334.5149,181.1941,545.4515,349.2576,1304.5485,94.6977,347.4961,388.7339,246.7133,530.6917,375.0245,1225.6435,326.916,495.0091,318.0857,517.2235,663.182,291.534,737.4044,420.0613,465.2252
FABP3,46.6389,1.2753,62.06545,3.818,3.8148,2675.4469,93.1032,20.2661,48.5707,931.7227,24.9111,30.052,1.1809,2.2595,23.4769,68.7247,45.2356,23.9718,7.8474,22.0633,9.4259,8.8835,9.8068,8.0199,69.8137
VPS4B,40.8154,77.4968,89.11525,91.8017,144.9257,45.6575,111.1137,75.6479,85.4678,22.6334,82.6222,128.3478,55.1946,77.7159,95.9846,40.9625,36.877,98.9792,86.0207,102.5945,47.2864,72.2352,93.6453,45.0625,52.6078
SLC17A6,1.2473,1.3884,44.33965,0.7968,0.5849,1.3006,1.3853,0.9502,1.4213,4.9967,0.76,0.9349,1.2475,1.2235,0.8909,6.1694,0.732,0.9616,1.1191,1.455,0.9571,0.7257,1.1683,0.6808,0.9775
PIH1D2,2.7341,1.4433,2.6391,6.0315,2.8454,4.8156,11.5201,2.7256,4.0688,7.7071,2.9498,1.8445,4.6968,2.6898,2.6641,2.1655,5.6068,1.5646,2.5661,1.7812,216.1502,1.7487,8.5438,5.913,1.4521
C12orf29,8.9365,13.9831,16.549,18.6791,11.7218,12.546,14.8131,22.3493,15.0752,7.4042,16.8621,27.6904,19.7013,2.2559,10.5539,6.2985,12.8985,27.8029,8.7329,9.2593,41.9369,12.3307,18.4361,8.0001,9.7874
SEMA6B,0.8753,1.8174,1.95405,0.937,1.3308,0.8603,2.1831,1.1723,1.0487,1.1618,1.0681,1.4941,1.5716,0.9373,1.1758,1.4238,14.3647,8.4714,1.0429,2.0136,1.3788,1.3204,1.0208,1.4735,2.3173
APOL4,1.1722,1.0697,1.34895,4.779,1.77,1.4247,1.4284,1.1382,2.8312,0.9237,1.8483,1.0051,1.9127,1.6194,4.0087,4.0698,1.3997,2.2866,2.4567,1.0617,0.8042,1.5178,1.2533,3.1171,1.7967
OR2AE1,1.081,1.6507,0.8741,0.9155,0.8227,0.5619,0.7934,1.2079,0.978,12.0227,1.3634,1.0731,1.2894,0.867,0.6712,1.2353,0.9259,1.0744,0.881,0.8063,0.8929,1.3817,0.8006,0.978,1.3615
BTG3,41.8791,55.051,37.1877,56.5429,46.2724,19.2811,37.8509,15.6685,110.9884,9.8544,52.512,36.4069,37.879,53.1427,67.0425,46.6822,41.928,42.7705,27.775,38.594,116.8007,56.8252,59.3661,60.7974,86.0002
GNGT2,4.3206,18.6217,3.6966,2.1285,3.8011,1.9738,2.1857,2.1953,9.8925,2.2027,2.4998,7.2858,3.7686,2.8683,1.1579,27.3488,0.8286,1.5934,5.4728,22.1726,1.6338,4.6966,1.232,3.1665,3.9193
KMT2E,98.6769,468.4075,271.74305,229.1449,245.6225,169.823,198.7346,81.27,271.9274,91.3571,448.9865,179.3214,125.4998,92.7911,307.593,141.8676,78.2895,334.7322,121.2318,213.1175,97.1341,124.3035,222.0965,147.0607,168.5371
ZNF222,10.8822,6.6818,17.76325,16.6128,6.1275,13.8112,17.6953,9.9852,11.3697,6.8419,21.0467,9.0329,7.4273,7.3468,12.9473,12.2114,3.4931,8.3629,5.8136,13.9692,36.6724,12.3143,14.877,6.1873,6.2063
NUTM2G,9.3784,8.8395,10.66365,6.233,7.4976,12.7692,6.1685,7.8304,8.4101,15.8426,6.0699,7.0672,36.6128,24.1919,8.1466,8.8616,14.4486,8.5513,7.4799,6.4293,5.8496,6.3473,4.7623,10.2343,8.7543
NUDC,49.0869,28.1442,39.4763,30.1146,23.1592,28.0009,17.8602,30.296,25.9827,42.8346,21.6917,21.34,23.0369,26.156,30.0258,41.9132,25.5195,19.7398,23.9347,23.9822,40.6189,35.0529,24.5725,38.841,38.6457
TNFRSF10D,1.4139,3.0473,0.87225,1.1593,1.3203,2.1493,2.4468,2.9062,1.927,0.9305,2.8855,2.4265,1.8139,1.2094,2.191,1.4192,1.86,0.9151,1.5918,1.6275,1.2572,1.4212,0.8713,1.9977,2.0678
SDCBP2,4.3717,2.5519,15.55495,5.6302,124.528,3.3724,3.2232,22.3626,14.7645,3.033,1.4721,74.5678,7.9155,13.379,11.1236,4.9813,15.1404,31.8814,123.238,3.8278,8.1676,6.1629,29.7011,46.0441,9.509
XPO1,42.4696,79.8608,78.2362,85.8038,89.9677,74.2075,87.3213,56.8512,80.3802,62.3416,177.7137,74.19,76.9173,50.8136,90.3463,50.8749,21.1142,55.1501,75.591,66.9334,77.6886,66.0969,96.2517,39.0668,65.5134
EGFL8,4.1482,2.8139,8.3387,3.5034,2.9127,2.714,3.7054,1.7205,2.9245,4.2649,7.9977,3.7461,3.2782,4.2084,2.999,10.8981,2.6373,3.2265,2.8276,1.1452,2.2646,3.6656,2.7494,3.0041,5.3121
FAHD1,38.9959,8.8813,22.63315,27.6023,57.2108,30.7871,89.7233,103.2805,19.7622,39.9042,17.9907,16.3828,39.7539,17.5022,22.6452,17.7231,17.137,21.0448,65.1074,17.0619,20.1615,20.2392,18.436,11.5618,19.3149
PQLC1,13.1978,15.3823,22.7482,10.5627,14.9445,11.3723,12.1912,25.4074,12.1452,20.7571,12.7072,13.2907,19.4971,10.8616,12.0866,18.6102,18.8644,13.7575,9.8533,11.4311,13.6715,11.9648,16.0394,14.6415,15.1895
PDK4,58.9124,20.3765,17.9342,70.0558,41.2319,222.3183,78.3153,69.8593,184.6763,350.9645,60.1218,9.4229,146.796,32.658,155.5315,11.4218,13.7801,26.7972,52.0763,18.1313,6.9403,10.2993,29.3983,13.896,7.4292
IGBP1,86.4342,187.3085,102.80665,158.6118,105.2251,122.2294,118.819,69.3761,125.4639,129.9182,255.2433,144.1353,217.3001,56.2281,113.7848,79.8411,154.1703,160.1182,94.3024,99.8189,41.6548,111.4935,166.2281,131.0705,136.5715
COL21A1,0.7501,1.0019,2.8908,1.5307,2.9453,57.7644,2.538,0.5224,8.7967,1.1648,5.6222,0.8336,1.9779,5.24,3.1613,4.957,3.139,3.6788,1.3076,1.4836,2.0757,1.2123,1.3365,2.517,8.0887
MTO1,28.0876,56.4672,43.65175,50.7138,42.769,63.2076,83.309,72.3777,40.1945,51.0281,60.9662,55.5959,36.0613,19.5743,51.2086,38.8386,29.2963,36.3065,38.3336,73.132,98.5918,41.6993,50.6694,27.0725,31.2543
CIB1,276.7999,202.9472,59.1076,111.4504,183.2841,107.2419,135.5241,163.621,155.8322,69.5416,62.0249,200.4916,175.618,96.2465,243.3708,108.4059,180.6289,46.7274,161.0119,174.0265,134.5283,131.1141,137.714,363.3025,91.7644
OR52E2,13.7211,7.777,36.0154,12.2116,24.3653,12.6467,8.448,8.5791,11.3858,12.7201,8.4395,12.4434,6.8023,11.4064,17.5503,7.694,14.959,11.7026,12.4363,5.8938,7.5405,6.1033,5.3556,12.4625,40.9057
ALX3,2.0896,0.9307,0.96765,1.4514,0.8734,1.4228,1.1306,1.7892,1.0052,1.3991,1.5136,0.8895,3.1214,1.5366,0.8756,6.5516,1.5089,1.2145,1.166,2.0742,0.8918,0.9081,1.6033,1.2142,1.2406
PRRT3,1.8951,2.3102,4.46415,1.4689,1.0526,1.52,1.2346,1.666,1.2643,1.7873,0.8825,1.9649,3.5919,1.4205,1.4677,2.6814,1.8764,1.2245,0.691,0.802,1.1876,2.6811,1.9271,2.9741,1.4271
BNC2,15.6423,17.0916,18.23655,39.0423,60.7237,18.9006,70.907,5.6993,42.5171,16.004,418.8041,19.4216,8.7598,9.2762,53.1793,56.6991,7.2355,48.03,37.4187,9.1851,57.8904,15.7857,34.6668,43.1659,337.0746
CLC,0.7078,219.2057,2.73865,2.7974,6.3693,1.5003,0.942,3.7755,6.7891,1.1701,0.6257,1.3157,0.7516,5.4459,1.5653,2.6056,1.3284,1.2869,23.1072,86.7441,0.7724,28.0209,0.826,2.153,2.1294
PDE10A,1.5242,3.1108,2.0223,2.7585,1.8388,2.2196,2.4821,1.5701,4.656,2.1079,1.787,1.415,3.4683,2.041,1.3707,2.3499,1.8483,1.4781,1.8789,2.3384,1.1472,3.8181,1.0812,2.7683,3.0401
FABP5,32.5534,28.3412,246.33545,217.4617,417.0207,358.7221,15.9307,24.1105,458.0795,117.5782,59.2055,613.3881,132.7944,254.4736,55.4992,160.9086,47.541,494.63,312.4523,129.9213,112.7421,172.6691,80.265,124.1228,172.4548
BGLAP,7.4658,6.8752,6.88055,5.1795,4.891,5.8477,5.1001,6.6163,6.8836,10.505,8.196,4.5391,5.3216,8.7365,8.2686,7.9966,6.4415,3.6392,5.2251,10.3914,3.2328,5.9267,9.4883,19.8586,9.2715
PARD6G,1.2462,3.0592,1.7015,3.8036,2.6396,2.7083,3.3549,1.6251,2.5075,2.3466,10.6335,7.1441,3.1254,1.5616,3.0908,2.2859,4.0217,6.926,1.7141,3.0981,3.7976,4.6183,5.2099,3.6192,2.9161
COX6A1,486.8936,252.1903,921.43415,397.1611,749.7779,126.7158,626.6205,670.8254,357.2288,66.7942,218.5394,392.5749,361.2914,495.6306,388.8871,545.2047,464.1639,341.2322,758.5086,307.1009,604.0501,420.3408,452.8287,396.9083,336.0669
CEBPZ,25.4769,47.8224,39.3579,38.3114,20.9829,61.0071,94.3768,82.251,47.1124,43.787,130.3634,9.3026,60.065,14.8052,27.3607,8.9737,3.8494,57.7612,13.4911,20.0537,35.2453,6.343,27.0571,5.9035,8.2078
DNMT1,100.5039,209.7426,92.2238,123.0132,190.9875,52.9237,87.0725,63.0477,101.8053,37.4863,110.936,294.1391,49.243,295.4115,72.6319,140.5713,68.8637,90.3153,217.7997,224.9419,740.5603,570.1083,72.5355,130.566,152.7602
ZNF33B,1.0667,6.1663,4.29615,2.0556,2.9784,5.6147,12.9343,9.3968,6.9941,3.7655,13.0896,2.0362,10.2864,2.693,4.0924,1.7728,0.9116,6.2506,2.3941,3.0774,1.0404,1.526,5.2125,1.2917,0.9475
ASAP1,12.6535,28.1205,13.31695,11.8035,8.1035,6.7678,7.0746,6.9197,13.7101,4.2237,15.5587,7.5333,2.6028,19.9652,5.0869,7.8108,2.358,11.0494,6.392,24.0651,14.557,10.35,8.7349,2.9219,8.9451
UBE2E2,15.7447,14.0922,26.77745,21.9694,7.4959,13.1491,12.1564,9.4182,14.8178,9.1934,17.9228,13.52,1.4905,11.4916,18.9783,12.8079,9.3308,17.8028,13.4052,23.8818,25.622,25.4914,10.8104,19.1339,31.224
PPT2,14.6251,9.2044,11.59395,10.756,10.922,16.5774,10.3624,10.0118,9.7187,24.5682,20.7088,13.6914,20.3965,29.3249,11.2382,19.3122,11.1154,15.9903,11.5725,11.7146,6.3248,15.2291,8.0412,11.4586,19.5029
TMEM207,0.9859,1.19,1.41505,176.2714,1.8748,0.846,31.481,1.6702,1.5478,2.3215,2.0104,1.4461,1.0505,1.5292,1.3367,1.0094,2.6192,0.7878,1.2642,0.8178,1.4344,1.5135,2.0991,1.5684,1.0324
ZNF317,1.924,3.5087,1.45745,1.7206,2.3869,1.5791,1.806,2.019,1.9941,2.2515,0.7291,1.6408,1.0929,1.2411,1.1742,2.4954,2.4927,0.8796,1.2042,3.979,2.065,3.2517,2.6833,1.5753,1.2087
CTPS1,100.3378,21.0923,67.183,41.1816,70.0068,33.4058,57.7075,284.9182,53.9486,64.1251,60.654,109.8907,44.3874,71.7904,72.3551,101.1773,583.9269,50.4158,94.0739,52.6369,185.6665,161.7683,46.0519,93.4253,278.6597
COL26A1,1.0869,1.389,4.06685,1.4811,0.9518,1.3871,4.7877,3.37,0.9082,0.9464,2.0618,2.3702,9.8882,2.5356,0.793,1.2999,3.8312,1.06,1.1041,2.3912,1.0085,0.8442,1.2596,0.98,1.0319
BOLA3,51.7662,23.1965,49.55675,52.3543,77.5947,120.5482,43.1105,38.9466,46.1823,108.8017,20.6515,40.8199,66.6747,19.1052,37.3277,53.3187,72.4186,23.8142,84.2703,29.259,30.7175,36.0719,44.7699,36.8586,31.1375
MCOLN3,9.6178,3.3524,1.8228,3.8991,1.678,1.8155,1.9707,2.1742,3.3803,4.0197,3.0143,2.3854,6.7516,1.8505,3.1686,1.6089,8.2065,2.6119,2.0734,3.7201,1.2285,3.5236,1.5087,1.7551,2.6682
RUVBL1,26.5723,23.4604,20.32805,27.5304,22.3132,23.8191,25.5083,29.2905,24.7686,22.2306,31.2544,41.0494,16.8929,30.0491,18.7634,24.3322,18.8236,17.3442,27.2632,41.3737,71.3292,57.6771,25.4495,64.1905,43.4765
PTPRE,24.7126,126.5484,12.5092,15.6261,10.5416,6.8819,5.5285,2.8621,12.2953,1.6498,4.7449,15.2354,0.9116,8.163,2.6356,7.3667,3.939,8.7009,19.635,24.5198,3.7875,14.3084,3.8219,9.1578,3.6427
OR8B8,0.6996,0.4712,0.87225,1.0496,1.5957,0.6713,0.6389,0.8525,1.1153,1.1257,0.6675,0.622,1.435,0.6161,0.4793,0.4759,0.6632,0.5777,0.7295,1.286,0.6945,1.432,0.701,0.6164,0.4752
NCOA2,31.1117,59.5229,35.2385,16.6396,29.0674,30.5281,21.7356,39.133,17.8138,13.4052,77.5222,30.9368,9.2813,30.1184,40.773,20.8229,18.8093,27.9352,32.5977,38.0905,36.865,21.8607,24.4991,26.7422,23.0434
HIST1H1B,2.6238,31.697,1.4682,3.1056,4.064,1.1594,2.2782,3.9937,2.7079,2.5625,3.0598,1.9972,5.149,2.1232,3.0014,2.0403,2.5105,2.0483,5.1739,2.9874,1.1441,8.3744,2.4532,1.833,1.1596
HIST2H4A,2.8894,8.8429,1.4425,2.5749,2.0264,2.4958,1.8253,4.2939,3.1804,2.2062,2.1971,2.8728,5.1974,3.4616,4.8166,2.9358,4.4485,2.4849,3.4246,2.9232,1.2425,8.4284,3.8247,4.7066,3.0243
STAB2,2.2212,1.2908,1.24445,4.1801,2.8988,1.4007,1.8085,29.4769,4.1504,2.9188,7.9941,2.0613,3.2036,1.6497,3.5197,1.5663,18.0086,6.3198,2.2196,137.1648,8.0553,1.7203,4.8045,3.4374,2.0987
CWC22,2.0469,22.6521,17.0765,18.742,5.352,19.9321,34.154,23.2007,23.9961,8.7054,66.8466,3.3422,18.3568,5.5126,6.1185,3.2735,2.0057,38.5413,4.4664,7.1552,3.2586,3.7862,9.1184,1.3618,2.9542
SSR2,1149.1428,806.0318,249.82215,654.2963,495.2939,211.9122,519.059,491.014,798.3253,192.235,825.6532,652.4261,1141.4715,934.1179,776.2829,597.9143,994.1341,613.1065,618.8952,764.5774,1059.4027,729.2871,520.9375,891.8448,874.9289
BIK,3.9713,4.7518,3.15815,8.5866,5.7381,4.2329,3.5209,3.647,4.1877,6.1077,4.1806,9.5809,41.206,5.9313,6.6663,2.138,9.3842,5.5994,5.2442,5.9087,2.1541,3.7012,3.0145,13.3795,4.6197
SLC4A10,1.3955,1.4542,6.8425,0.8164,1.7055,1.7996,1.7788,0.9613,1.9572,2.517,1.6389,1.1588,0.7196,1.1408,1.8056,1.4024,1.4626,1.0712,1.4814,0.7165,2.1352,0.8167,1.8676,1.1856,0.9771
THYN1,63.8799,56.0301,96.3259,80.4064,53.0054,62.9616,62.8574,62.2214,57.9635,42.943,115.1578,59.6294,33.4509,23.6649,93.1539,94.5421,46.8406,51.6328,65.5291,63.4466,72.8664,102.2895,85.7913,64.5844,86.8714
PLEKHF1,28.1062,50.3782,58.9623,39.5414,39.9425,50.8079,27.7399,37.4369,34.5372,173.4735,30.8845,62.3762,37.0551,95.4875,53.7911,30.986,100.2592,56.9338,30.3687,65.1796,42.6283,59.5738,21.4969,54.7041,81.2274
SYNJ2,7.9786,12.4885,115.94095,8.5136,12.71,10.1508,6.8596,11.1509,2.3782,7.7621,7.0847,15.2185,6.3366,8.5898,19.8418,9.4081,22.8194,14.0428,10.5273,8.4703,2.537,10.9403,17.6699,13.5905,11.2886
CCDC124,45.5507,39.8023,51.28015,33.1424,31.1957,53.6717,23.8551,33.6845,40.5581,92.7505,40.0708,44.3418,33.6316,37.3309,43.8778,40.6244,59.2367,36.3641,36.2046,31.6567,31.9571,45.2642,37.0672,45.2018,54.7195
SDHA,102.564,94.5177,66.023,66.5695,141.7376,453.8337,108.0249,148.378,50.5809,246.6219,54.0019,65.687,54.2441,75.9788,59.1742,113.3326,84.1083,47.5768,134.7633,64.0425,89.0705,87.7122,45.3813,74.0472,65.781
C16orf71,0.8678,0.88,1.69675,0.7884,0.7225,1.1838,1.4718,1.721,0.8433,1.6445,0.6734,1.1582,2.6542,0.7364,0.9646,0.945,1.1672,0.8347,0.7204,1.3348,30.0223,0.8013,1.1246,3.9426,1.4536
ZNF407,2.1959,6.8849,3.31315,1.5658,2.3476,1.6858,2.4158,1.9586,1.9424,0.9962,8.531,3.622,4.4136,2.3362,4.2248,2.1398,1.2536,3.3201,2.1446,2.8297,2.9043,2.7568,2.9346,1.9582,2.5033
