gene_symbol,adipose tissue,adrenal gland,bone marrow,brain,breast,cervix uteri,colon,epididymis,heart,kidney,liver,lung,lymph nodes,muscle,ovary,placenta,prostate,retina,salivary gland,skin,small intestine,spleen,stomach,testis,thymus gland,thyroid gland,trachea,urinary bladder
AP3S1,94.8844,56.6359,103.519,59.3303142857143,43.2245,146.1438,63.2533,90.2624,75.3412,30.5117,48.2374,65.9465,47.1464,37.7083,85.0356,64.4531,44.6601,30.3772,205.7858,82.3894,55.7479333333333,60.8639,26.8052,68.6603,112.2872,64.9839,69.9966,221.2711
PSMA7,85.7423,76.5759,55.8496,35.3524142857143,60.7757,41.1889,40.4653,31.9527,84.9244,53.0233,78.9559,54.8519,38.4989,138.4958,44.5247,38.0403,36.3848,34.6376,41.1543,61.7834,42.3005333333333,35.5107,32.5251,17.7708,68.1287,54.6772,32.4397,47.8547
MED20,58.3707,72.626,77.9866,59.3814142857143,172.08,83.5181,140.3082,139.8,62.0916,80.0694,62.5726,61.5449,104.3395,68.6178,96.0729,79.4774,89.1086,66.4582,184.2534,54.184,94.5471666666667,77.689,79.4728,57.7705,247.9307,82.377,69.8356,192.2758
RHOXF2,61.8294,79.4496,120.5091,58.7579285714286,47.2858,52.5751,54.2104,54.0141,59.9836,63.3092,77.8725,69.6935,88.3993,62.5802,100.8326,66.8719,59.0092,54.7707,87.9864,64.9937,67.0275333333333,72.0045,84.5704,347.3009,109.7313,68.2034,65.4752,90.9756
TNFSF8,85.545,64.8772,255.2819,58.1972142857143,50.4348,47.2912,80.5532,79.8927,58.6182,58.5419,76.0999,101.2027,358.4667,76.1091,60.0622,86.1477,63.9616,47.2659,90.8689,44.45,81.7591333333333,162.6895,100.7438,57.9036,536.2044,63.7978,43.1595,69.012
PFN4,0,0,0,6.4254,0,17.6921,0,34.6344,0,0,0,0,19.1624,0,0,0,0,0,24.0666,0,6.91273333333333,32.9883,0,0,17.3113,0,23.3925,39.2577
AKAP8L,48.2164,74.6607,90.9955,57.4439142857143,75.2888,48.8405,63.1078,54.2634,47.4278,0,48.9085,42.4807,48.3558,35.0297,62.8928,49.1183,43.2434,59.9168,47.4696,59.4116,47.3707,51.6844,49.4559,59.9385,81.3449,54.5514,51.1772,48.7444
ARHGAP32,32.8999,44.3703,15.7406,87.7474,74.5985,56.9876,35.4065,74.5602,19.6803,43.4977,34.071,32.7485,23.6292,28.5389,71.7135,50.6108,50.6897,88.6234,47.3604,85.0886,48.1571,33.9125,26.4374,55.2975,40.0249,22.6363,104.0104,23.4382
ZC3HAV1,46.6869,59.7162,96.8322,22.5834428571429,67.1012,66.8006,60.1289,63.461,35.0778,46.5015,71.6777,80.5735,111.5447,17.1964,53.2845,40.0169,53.4465,59.6415,40.3103,42.5472,67.0759,126.5784,53.2376,27.5871,73.0013,44.6484,60.5448,62.3627
MGAT1,79.2857,53.9625,52.242,53.1055285714286,49.7428,44.4407,57.4226,67.8433,55.5946,55.9071,90.0294,52.504,70.3799,67.0558,54.6513,97.3293,52.3503,84.44,36.0094,61.7834,55.5742,76.6231,50.0286,50.316,60.3018,80.3167,55.4724,43.2439
NEK11,52.8682,55.9876,19.2318,73.2566142857143,34.6522,42.5383,39.0916,101.0432,34.2794,64.6348,23.463,77.8381,20.6752,28.018,78.091,93.3778,38.8078,55.4049,24.684,57.6596,37.7395666666667,31.0713,35.0121,132.0401,16.7622,144.1471,129.4425,34.5879
LRRC75A,0,0,0,23.6704142857143,0,63.9411,0,39.4918,0,0,0,0,69.2546,0,0,0,0,0,109.7528,0,22.6282333333333,104.3181,0,0,40.9572,0,67.9324,66.0579
DNAJC3,36.2406,50.014,71.4529,33.1746142857143,22.2193,68.8304,37.0752,130.4689,44.1604,46.8238,69.564,64.8921,40.0358,36.8499,50.3038,82.2704,79.9686,49.9515,27.0032,35.4708,57.8159333333333,72.0045,38.6561,37.214,9.2967,87.0574,114.308,32.8038
TTC7B,62.5453,27.803,38.9063,127.475085714286,78.1143,37.9997,57.4226,35.1971,61.6641,42.215,37.3581,49.1125,20.1581,76.2846,49.8426,98.6833,38.8078,58.8231,71.8481,22.6397,38.9583666666667,38.1381,35.581,14.051,32.1611,21.3701,24.5514,61.6488
SLC9A8,58.6401,60.5469,113.2453,54.6162571428572,114.4802,97.6743,34.2833,55.3997,36.3105,51.8163,41.9164,53.8508,102.6713,116.5297,70.0811,37.432,56.4832,69.5902,124.5706,38.0953,42.7903666666667,91.2766,34.294,70.098,178.7847,98.5839,72.7909,120.2056
CTSK,192.839,24.0487,17.7019,13.6958,180.1898,138.6055,100.7124,60.1876,38.3736,15.5048,13.4395,30.2129,98.7299,25.4353,186.4665,30.0084,26.177,145.3946,29.0012,200.8498,62.6311666666667,31.1429,96.2096,21.3651,31.5741,44.8545,75.1756,213.7591
C1QTNF4,52.8682,54.8393,41.4973,83.6520428571429,37.7338,44.3384,30.9801,22.1568,40.2747,36.6832,53.3807,28.0022,34.6297,51.6936,70.2427,41.138,37.2323,30.5175,30.368,50.918,34.5771666666667,19.6499,39.1037,54.5388,35.4267,49.8662,21.2852,29.78
AP1S2,60.981,23.5555,118.5823,59.2261571428572,17.1289,92.4231,42.568,318.7918,122.1892,17.3168,11.978,77.1244,31.6555,250.286,46.3021,52.0288,19.2274,60.3321,35.9265,27.2817,53.4026666666667,45.119,27.1155,51.6067,54.3664,31.9011,13.492,45.2819
APOL1,91.0322,57.8218,36.6454,41.1712,174.0725,53.4294,74.6591,67.2213,72.1162,53.7609,162.3246,142.9526,57.0754,42.5047,65.4035,113.043,82.02,50.9974,36.5945,39.0725,84.0355333333333,152.5315,66.1026,20.6398,68.1287,45.3739,101.4091,53.9417
PARP6,50.4888,57.4238,33.1146,51.1441857142857,54.92,48.3928,51.178,51.702,32.8876,45.9692,35.2683,41.4183,53.7587,62.869,59.1018,35.9951,54.6915,41.3569,69.09,55.8305,48.658,47.2454,48.1081,76.861,59.2012,56.8599,54.9638,51.3955
SLC9C1,0,0,0,12.2973571428571,0,63.0638,0,54.6395,0,0,0,0,44.9209,0,0,0,0,0,27.5687,0,21.7595666666667,31.7951,0,0,37.8731,0,37.3316,45.9118
NME7,41.6097,50.5932,38.1083,74.4205428571429,24.0287,100.6423,61.2467,111.0471,42.6612,69.7376,42.1099,69.5332,53.2658,37.1054,88.6341,19.7808,47.3064,96.9501,21.5484,36.7174,49.1491333333333,66.7359,35.8277,96.0961,46.2733,103.7065,100.9431,54.1907
ESCO2,14.3944,18.9711,445.6768,19.7149428571429,10.7332,61.9128,64.4292,16.4629,21.7787,13.0457,25.3737,22.5005,77.5263,15.6472,84.0622,26.5609,12.4142,19.2552,21.5981,31.4682,99.0102,39.9355,30.0067,162.4448,140.3881,17.734,29.5173,16.4031
ANO6,114.8669,40.4662,38.2842,25.0154857142857,65.2725,153.0313,115.3674,104.1135,82.8004,58.2729,42.207,104.7592,65.3806,167.2771,129.5988,68.2721,31.0398,72.2018,62.866,35.2267,75.0225333333333,64.9172,29.6632,24.587,86.9622,22.7932,70.9703,255.8142
DEFB105A,95.9831,85.7219,82.9889,62.8464285714286,52.8117,0,62.8178,0,90.3717,82.6926,105.0472,89.5761,0,126.8927,94.7547,136.2208,93.3081,83.6659,0,80.514,56.7627333333333,0,93.8033,135.7394,0,77.7689,0,0
CTAG1B,72.9785,80.5549,67.9235,89.5250714285714,56.07,36.206,53.221,100.3476,83.9523,100.5696,113.8634,62.9785,57.471,78.0615,54.9036,69.0627,77.4318,57.7495,59.2128,103.0081,73.2814,42.3994,116.4711,111.354,49.2414,109.0953,45.9279,63.0848
ARL17A,46.2589,48.7632,43.8551,46.7673142857143,24.251,84.4852,40.7458,62.0165,45.2932,35.7657,16.8805,45.9401,53.7587,42.7993,73.8926,29.8706,46.6573,57.8826,34.3887,33.6412,71.7631333333333,58.5274,33.1298,29.8336,56.667,52.3367,50.4751,46.3367
COMMD4,36.4078,56.8973,40.7399,56.7758857142857,42.7297,37.0493,39.4533,37.9758,41.5942,41.4445,49.9326,34.689,47.1464,36.4281,37.8095,39.2865,63.6678,37.2862,54.252,40.8199,37.0849,44.1936,36.5779,43.622,57.0598,45.1654,39.6348,37.4046
USP14,50.8388,43.7615,63.9764,58.8844857142857,33.7078,66.647,39.7267,76.1215,51.7646,37.0226,39.4807,41.7054,46.3926,88.3968,58.695,44.2837,74.2881,64.4983,26.6941,41.1028,44.8119,61.9954,26.195,37.214,46.7015,37.2225,52.2489,54.8182
LRRC6,36.8294,48.5391,31.9904,68.1434571428571,18.999,52.0931,31.9951,173.583,24.1564,120.0789,35.3496,80.3881,18.9867,11.7068,49.3857,16.4909,26.6636,62.8852,18.2564,22.7967,24.9378333333333,37.3559,17.3468,323.3746,6.5816,98.5839,233.3871,22.9047
SAMD13,38.654,95.5195,38.1962,39.9739428571429,44.9501,36.0396,46.6749,71.698,50.238,37.1935,20.6245,32.3737,29.816,277.611,35.6945,18.8905,83.9304,42.4178,214.9886,37.1425,38.6453333333333,24.7377,48.5533,241.3826,69.3954,198.0642,22.084,27.4742
GPX4,94.8844,71.6295,22.6997,37.1005285714286,85.257,16.5875,19.6826,27.638,64.5703,80.9966,112.5601,35.01,22.9324,63.1592,43.8128,31.7866,40.4501,18.6444,48.6873,44.9647,24.3034333333333,17.4727,29.459,154.7768,39.658,50.3276,25.1233,50.4574
ADAT3,111.2231,109.671,71.9482,108.912271428571,310.2632,164.7329,152.7858,71.5331,95.7266,105.0671,93.6234,95.1025,136.2852,114.4028,140.1525,147.9938,178.2048,83.6659,157.1866,103.0081,71.4811,65.972,67.6423,77.3937,122.2729,133.9078,76.0461,106.6411
CPEB2,0,0,0,14.3831428571429,0,37.1347,0,25.5568,0,0,0,0,22.3074,0,0,0,0,0,18.9415,0,7.3055,32.1632,0,0,26.9358,0,21.09,51.9906
SLTM,44.7914,33.6583,38.8168,33.7319142857143,10.9832,41.57,50.3597,34.5547,51.4082,43.3977,51.6874,51.3088,37.2777,24.6852,21.1155,41.4232,38.5407,41.0722,5.3879,44.7581,49.9257333333333,70.0422,41.1356,30.0404,9.7349,36.1248,69.0362,7.7969
DCST1,61.6872,72.4589,67.3008,59.4245,54.5419,45.0589,57.4226,49.7173,71.9503,84.6188,89.4096,61.5449,60.8764,77.5241,43.712,95.5528,72.9322,79.3502,49.7068,66.3547,74.6191333333333,73.5122,109.4507,80.2982,33.9884,61.632,69.675,32.8038
AMHR2,43.2708,136.8018,63.6825,72.2658714285714,27.7799,30.8163,36.7352,32.4719,42.4652,62.7288,74.5391,42.9726,36.0121,106.2763,536.5385,50.2624,92.0279,47.2659,24.0666,46.4378,44.5645333333333,59.069,72.147,122.9436,23.7318,77.4116,57.0265,17.4552
SH2D3A,60.7009,69.3573,74.1344,60.4484,68.9811,34.1807,95.0786,58.5473,58.7534,96.9319,141.3788,84.7602,56.6825,70.378,43.712,97.7785,106.8857,48.3669,61.2937,100.4318,89.2257333333333,59.3416,131.286,125.8073,56.1475,89.4965,75.3489,49.0823
LRFN2,46.0463,56.8973,61.379,121.183242857143,98.34,73.7531,76.9277,63.9009,60.5386,63.895,131.3362,40.0122,61.2984,68.1454,59.7862,43.9788,49.4219,78.6228,122.5788,37.746,59.2819333333333,65.8203,58.7785,75.2846,87.9691,32.2705,46.8896,106.1511
UBTF,62.1148,55.9876,64.8664,52.6490142857143,67.1012,45.5806,50.2439,44.927,41.5942,48.1356,40.1222,53.1119,63.3066,48.5777,79.5428,45.4196,61.5063,77.1877,49.9362,74.4512,44.6675666666667,67.1985,43.1736,26.6505,109.9842,92.6416,45.4022,65.0017
TCEAL2,11.5132,31.7024,4.932,83.8519142857143,11.8231,37.9997,27.1696,17.1596,23.935,26.6359,14.0406,17.0291,7.1688,8.1929,31.7396,12.5963,45.7003,24.9775,15.4318,13.9917,22.2966666666667,7.3682,27.3664,27.3972,4.5012,40.2537,11.3783,23.4382
FCGR2B,84.3713,28.0603,53.7057,17.2397714285714,56.5888,16.6257,23.0188,25.0327,27.7992,15.2569,45.7493,58.9104,106.7699,36.2607,20.8258,493.4504,12.558,23.3103,22.9835,28.1755,36.9251,67.8203,37.7762,17.4464,27.0602,25.3984,32.2907,33.3369
TBC1D3F,38.8325,56.6359,45.6058,60.2707142857143,39.6032,36.7943,71.628,84.6266,30.2714,47.366,50.3946,49.3392,70.5422,39.9426,63.1831,53.1182,59.5552,63.907,62.1463,75.6609,79.0861333333333,62.7133,75.7213,149.5223,46.0607,31.7545,64.7257,42.0654
REC114,0,0,0,11.7799285714286,0,24.5347,0,50.6416,0,0,0,0,55.3922,0,0,0,0,0,22.4086,0,17.2445,57.5917,0,0,29.8765,0,62.9618,26.2981
CETN2,46.7945,59.1687,29.0416,73.8407714285714,40.4325,106.3605,81.1116,147.7431,52.0035,78.608,24.7391,81.132,31.9484,24.6284,113.3968,25.8371,56.4832,74.9115,47.7986,42.8422,56.2269666666667,55.1264,31.7116,30.3184,44.5995,112.1517,214.821,112.96
TUBB6,152.8252,31.1238,28.3152,27.0471142857143,136.688,112.1451,115.8999,62.0165,80.1738,17.6387,13.0432,60.8404,29.2044,20.914,66.4662,45.2109,42.8469,30.3772,25.6103,88.0788,99.9900666666667,25.4308,49.2287,25.6275,33.368,33.2511,44.6763,171.366
SLC7A2,26.1936,23.6642,16.7502,20.0593,81.6075,88.2633,29.2471,64.7899,34.9167,17.1976,142.3588,26.2538,17.356,331.4642,232.5953,213.4241,45.4904,96.7271,7.9876,20.8868,27.5836666666667,11.3073,16.7193,50.8986,16.4562,65.7364,45.2978,39.6209
CITED2,65.947,56.3757,86.9,29.1805571428571,171.2893,54.6739,66.387,54.2634,51.172,62.8734,67.3572,69.5332,43.9996,49.5949,221.1062,53.7333,41.6792,32.4749,92.1331,56.3471,34.5420666666667,42.4971,31.0612,22.8932,41.6227,162.4823,41.5984,59.2823
DCTN2,48.3276,66.0833,38.1083,71.4731428571429,98.1138,44.8519,66.2343,54.2634,60.1219,45.8635,29.743,41.323,40.1281,55.7746,58.0231,35.7473,38.8078,40.6021,80.8008,54.0594,47.2788,38.1381,46.0488,35.3758,53.8679,59.4027,53.7127,60.6631
TPM3,40.1971,33.9697,42.4639,38.0121285714286,39.0598,49.2925,32.5899,59.4986,19.7712,33.6873,23.463,47.0102,47.9125,81.3648,28.9468,32.3775,32.3534,38.8641,97.3678,32.6491,41.9128,82.2924,41.804,21.8628,66.8853,33.9474,50.2431,75.8446
ZNF462,44.5856,119.4241,23.4434,57.2864571428571,39.1499,49.6341,49.898,41.2579,52.9703,48.3578,26.326,38.0358,22.5138,69.7327,61.0381,53.9813,95.4816,86.8057,38.7628,61.6413,48.3102666666667,37.27,39.1939,92.6202,12.3121,53.4326,50.1276,33.7229
DDRGK1,52.5043,104.2538,34.9961,69.6732,139.2292,40.5304,47.1067,58.4127,41.4985,64.1899,78.9559,45.8344,47.6924,34.2323,48.2615,62.1217,59.2815,56.5651,86.3805,57.6596,48.442,61.5686,65.4965,34.1748,58.5235,73.5878,93.989,38.63
KIAA0100,66.099,54.2116,53.8295,55.5847857142857,147.479,60.7828,56.3745,44.107,44.569,62.7288,25.6675,44.2784,59.0811,101.9616,73.0467,66.8719,42.0649,62.8852,47.9088,51.0354,40.9166,45.6415,37.7762,41.5629,78.0424,65.2839,32.3651,56.2244
SLC27A4,54.4747,61.6726,39.4475,93.1897428571429,53.0555,53.3065,49.6687,56.5597,55.5946,80.439,72.5077,47.1186,40.4994,54.6307,61.3198,53.8572,58.1995,54.3937,64.3303,125.8553,67.3783333333333,36.7586,69.5374,75.9812,55.1227,86.6575,39.1811,55.8373
SNRNP200,62.5453,60.1301,70.3105,61.0540428571429,98.5667,82.562,88.1217,68.9457,53.0924,50.9879,58.3962,54.4743,80.2507,59.2157,134.1532,63.1311,65.0009,123.1823,53.631,77.6017,77.7056,87.3694,63.7116,50.2003,92.9673,59.1297,75.6967,113.2204
LRIG1,75.196,11.8875,30.8333,64.8308714285714,167.7762,75.9942,101.6443,23.3618,88.5182,21.5014,30.0874,39.7367,28.0833,74.0349,50.3038,17.3478,71.4364,42.7118,62.5771,42.6453,64.5662666666667,13.1631,82.2656,28.0353,29.0623,37.5669,49.8973,48.1864
CRMP1,7.8559,8.2621,2.9787,100.865557142857,9.0309,17.6515,14.6246,5.111,10.4,5.5013,3.8939,16.9119,8.2689,7.8784,14.3748,7.5378,6.179,35.3629,9.8043,3.3564,15.5175,4.3688,7.7129,7.391,7.4702,3.7827,5.8221,10.6641
HORMAD2,21.4385,17.8276,26.1228,29.1275,25.4525,37.5647,43.9626,26.9468,39.8137,0,126.5856,26.0131,13.6914,23.4119,13.6647,18.7173,13.0894,59.9168,50.6309,13.5167,18.8479,21.5953,18.502,936.9273,28.3355,11.3974,20.5153,59.6932
U2SURP,49.1128,39.0924,69.1863,45.7071857142857,14.8844,112.4036,54.712,118.9891,45.3976,39.3067,43.0908,51.1908,84.2265,48.5777,71.384,45.5243,47.5247,75.6046,12.9543,48.2916,69.5654333333333,117.8581,30.8474,48.8322,19.2013,46.7526,104.9728,8.9934
NECAP1,22.2944,37.6784,32.2864,128.611842857143,46.3159,30.5338,27.4842,40.6918,22.286,32.5437,18.9402,31.4914,43.2961,24.4026,39.4095,25.5413,39.6205,63.6133,54.1272,17.0951,28.1429333333333,36.7586,24.7867,31.3116,44.9087,27.3405,41.8868,36.9764
INS,26.3751,39.6362,23.4434,32.3987857142857,31.0978,20.6909,27.2322,15.3288,37.5001,32.7693,47.031,37.2556,27.381,33.4531,32.5537,32.6771,39.6205,16.848,29.8824,30.7519,33.2868333333333,29.6046,42.6794,27.8423,26.1415,21.0769,22.237,20.6502
TIMD4,86.138,15.6348,150.6677,24.0527142857143,21.6138,21.8666,30.555,30.7969,18.6223,52.5372,39.846,24.4451,444.0674,20.5323,20.3517,61.6941,31.5442,21.3574,78.0577,13.9596,27.4124333333333,55.1264,34.4523,48.2732,474.6029,30.186,21.4327,33.8785
KDELR3,110.2034,41.1237,29.2429,43.8256571428571,209.2812,52.8178,67.7771,113.8956,96.1685,55.2671,52.6483,57.8352,61.2984,36.9349,67.3908,74.8589,129.6939,37.8049,380.5533,40.726,106.073333333333,26.3851,114.3453,33.0146,60.8598,52.8209,101.1758,121.3178
C1GALT1,44.7914,24.4958,88.7197,63.2199857142857,31.749,71.9085,39.9101,78.6153,43.7555,87.19,54.1233,49.6812,66.9035,36.0111,22.835,158.2135,20.6976,45.8721,84.4142,29.3678,99.4018,127.7496,44.7938,22.3206,58.9292,54.1759,157.0641,26.9727
ANKRD42,0,0,0,30.2960142857143,0,38.8848,0,98.0634,0,0,0,0,48.1337,0,0,0,0,0,79.6921,0,12.2645,40.5844,0,0,52.6418,0,94.4228,60.107
FAM76B,49.6815,52.0106,101.8638,31.7791142857143,8.0673,54.6739,35.5699,40.4117,32.139,0,57.7277,53.8508,48.9158,23.0376,27.644,58.243,42.1618,29.9604,6.8614,60.0996,43.6637666666667,53.3777,32.2269,155.4912,22.1988,50.2118,38.2012,9.374
CDAN1,64.8926,60.1301,78.5272,65.8189714285714,51.1364,34.2595,75.0037,52.4212,43.7555,59.4931,74.5391,67.0181,91.0854,51.9322,60.7576,81.8924,78.69,60.7503,29.8824,75.3133,80.9157333333334,97.5797,118.3636,86.2394,62.2774,62.2022,69.5147,30.6849
TRIM16,93.1526,109.1671,23.1217,55.5286714285714,156.9388,72.0743,92.4875,51.5831,75.5149,35.9308,38.4047,52.3832,39.5775,111.285,65.103,76.9562,32.2047,57.0885,71.1894,122.7076,56.9298666666667,21.0068,57.8387,43.5217,53.3741,78.308,157.789,161.78
MAP2K2,45.5192,64.728,61.2379,79.3659714285714,77.9346,48.9531,55.8577,49.1481,77.2739,46.3945,48.9085,43.0717,46.3926,85.79,84.84,39.9249,49.65,45.6613,68.2992,50.8009,52.5111666666667,49.2447,63.565,77.751,70.1989,53.3097,52.1287,60.6631
RGS2,16.6033,91.2204,131.8317,24.2445714285714,18.2276,104.6599,190.5825,70.3894,19.8168,15.1868,11.0251,67.6382,16.1975,4.8802,38.2473,19.7353,43.2434,274.5037,9.171,21.3241,54.5480333333333,84.9884,34.8512,11.5533,12.5121,11.556,30.8373,160.2967
POU4F1,32.2251,36.1486,33.886,51.0852142857143,23.8084,17.0915,22.34,19.8842,32.2131,35.6014,29.743,23.1842,18.943,49.5949,16.3155,43.9788,26.7867,30.5175,25.7286,32.6491,25.2991,19.5146,40.292,75.2846,27.8824,53.8029,18.1584,17.698
EXOC3L1,65.3424,55.9876,51.644,43.4951285714286,37.0451,42.6364,42.4701,51.1101,77.0961,58.9477,63.2972,73.8231,47.5827,62.2926,38.2473,67.3354,55.4523,32.1032,43.5929,74.9672,61.7113,67.5087,83.2182,41.5629,47.5697,46.324,48.6493,42.8474
PYGL,191.071,31.2674,236.6029,15.0235428571429,95.2205,94.1413,37.8515,33.924,17.2995,17.2769,129.2362,32.7485,24.6859,18.6826,60.8977,51.3149,32.428,117.3676,45.3331,43.1391,24.749,58.6624,18.0392,14.7132,36.9258,17.8981,52.0088,95.044
SF3B2,51.3092,40.1876,37.5855,70.4266142857143,103.9275,87.4541,60.8251,79.5256,31.2631,41.2541,27.5033,35.3339,71.6884,36.0111,76.3134,43.3754,40.1716,78.9857,85.5885,50.3352,46.9075,81.9143,41.1356,78.6513,126.8617,58.3184,100.0177,77.7902
HECW2,62.1148,55.3467,26.3645,70.3121428571429,46.3159,34.4969,28.5156,14.2072,118.5858,39.0361,47.6853,151.423,24.124,45.127,27.0147,91.0424,17.0577,22.9905,27.5687,27.7889,23.9867333333333,120.8814,31.6387,40.7104,18.0855,35.3025,26.7348,33.5679
ANKFN1,14.0344,94.4261,8.0172,63.9138,76.6885,145.1378,13.7114,70.066,19.4551,9.9877,7.3347,71.646,15.0124,10.4097,9.5631,510.7914,26.6636,14.1432,23.7912,146.1744,11.4111,9.7355,10.5249,77.751,66.7314,10.4185,200.4827,81.8323
RNF133,18.6722,23.3395,16.3689,27.3421428571429,14.346,35.1383,27.5475,64.1959,36.731,33.3785,22.1505,32.5231,15.9019,35.8457,20.1651,20.2882,25.1721,22.21,30.7196,16.1388,16.2696,16.157,6.7798,872.3804,15.3225,21.6175,30.4142,16.1037
CEACAM20,0,0,0,19.2915142857143,0,82.562,0,66.299,0,0,0,0,72.6857,0,0,0,0,0,163.0856,0,36.9530666666667,63.8792,0,0,120.5953,0,63.8376,148.5678
FLT3,39.1016,18.9274,276.7069,113.591242857143,35.8699,23.5386,26.3077,22.8827,21.4305,28.6066,32.8386,41.5138,153.2671,25.0863,17.6442,25.8371,17.4148,33.2314,33.0686,46.5448,33.1285,111.0093,31.4933,53.9145,113.5875,26.6567,33.6571,35.886
MSANTD2,50.1412,39.0025,27.3539,53.4122571428572,33.0926,90.7362,79.083,96.9409,36.9856,56.036,39.2089,76.5935,100.1034,31.0053,82.3381,73.3236,61.9326,46.2965,35.9265,45.9062,73.0530333333333,109.9916,45.7318,16.4326,53.0067,91.7922,94.8586,54.8182
CALML4,48.6626,40.5594,69.8265,44.8482714285714,128.4489,71.5781,144.2391,112.5919,27.2291,204.3933,71.6777,79.4679,61.4397,23.3043,37.5492,35.0949,62.3619,87.2064,23.0896,65.4442,145.578866666667,54.7469,62.6929,28.5566,80.2288,35.8762,265.5075,50.6903
PTPRCAP,80.574,75.3515,88.3121,70.0497857142857,57.244,43.8309,54.5862,51.3461,69.6679,76.642,121.4463,80.3881,100.1034,107.7548,44.7302,78.3869,71.4364,38.8641,56.0293,77.6017,80.0584666666667,82.4821,126.2462,101.3225,98.476,93.9303,51.8892,54.8182
PLB1,46.0463,155.2716,67.3008,58.1835571428572,41.3743,58.315,57.2905,50.2929,56.368,47.366,55.6396,50.6048,59.3538,61.8638,94.1024,56.9172,66.6683,52.6682,100.0957,110.3752,65.0086333333333,48.2347,71.4856,75.4581,60.3018,72.0785,44.471,97.932
EPS15L1,43.1713,42.1786,53.3359,77.9388,55.684,57.6475,46.4604,32.7723,78.1687,54.7604,34.071,37.0845,43.6967,113.6152,62.4598,36.7488,49.8792,53.6473,75.0612,48.9634,38.6157,46.8123,39.4656,44.9475,62.421,53.4326,34.7598,70.7823
KCNB1,97.7676,15.6708,31.1903,153.662457142857,44.2314,95.451,81.2986,33.846,31.0479,12.6318,19.0276,40.3824,22.9324,194.2838,37.8095,24.6175,33.1833,514.693,23.3032,22.5877,45.4549666666667,22.4574,37.7762,19.0417,25.7828,30.5356,21.8815,102.0762
RAPGEF6,23.7244,34.6013,129.4255,59.4879857142857,22.0156,71.2493,40.1868,54.5139,41.8825,34.791,45.9605,55.7432,132.8767,47.1451,62.4598,44.7964,44.8662,45.347,11.8145,30.0519,53.5931666666667,155.7254,36.1592,116.8708,28.0757,35.3025,50.0123,19.0952
SNX7,84.7608,57.6889,12.4171,48.1100285714286,35.0534,117.7011,75.0037,73.5372,102.8094,80.6244,41.7238,59.3187,21.3525,27.5066,51.7131,45.6293,45.3858,49.2661,92.7717,85.2848,61.0026333333333,36.5056,41.9004,63.9302,29.7393,66.8045,107.9138,160.6663
ASIC2,27.428,28.3852,20.0456,191.714414285714,24.1396,80.1273,25.5907,23.7962,21.0879,28.2792,15.863,16.7568,24.124,23.5742,24.1881,19.1975,17.2552,73.0379,30.7904,30.1211,25.8144333333333,16.9574,16.0036,33.4739,12.922,7.8669,33.8904,33.1074
PGAP1,13.6834,66.8485,12.5032,72.8993714285714,10.9328,56.2057,22.9131,27.3846,39.7221,28.9379,12.7463,49.6812,20.3446,27.8251,38.6012,45.9456,30.4733,40.045,21.8482,32.574,47.0936333333333,25.1397,14.8326,34.491,12.5699,19.4897,33.5797,29.3039
TEX13B,73.6538,75.8738,100.4662,85.3158,39.6945,45.3712,67.0013,81.1909,74.9951,90.6707,113.0796,97.0939,69.0954,86.186,72.5439,90.2077,79.9686,78.6228,54.5024,83.3434,78.1001333333333,68.7637,106.4678,138.263,92.5402,65.7364,74.1441,47.3069
NLRC4,43.2708,34.6013,767.3969,23.9310571428571,22.7368,19.9425,14.4239,15.8674,19.5449,19.3405,30.3658,170.2911,57.0754,19.6081,16.9278,57.0484,10.4212,15.1547,14.3026,10.5407,28.6957333333333,134.6975,18.1643,8.0298,21.8943,16.4364,22.5984,14.6529
DCAF4L1,0,0,0,11.0183428571429,0,61.6283,0,63.6073,0,0,0,0,72.5185,0,0,0,0,0,43.5929,0,19.0392666666667,73.6817,0,0,57.5878,0,59.7141,54.1907
ASPHD1,0,0,0,44.7148714285714,0,38.3513,0,38.771,0,0,0,0,42.9981,0,0,0,0,0,67.5174,0,20.8761333333333,45.9578,0,0,37.8731,0,40.8392,50.5737
ANKRD46,62.258,70.9728,16.4067,70.8262428571429,14.714,34.8161,20.1411,15.6137,59.708,52.4163,48.3486,39.0114,19.9733,97.3726,45.9834,36.8335,27.4107,39.4956,32.465,34.9842,26.1884666666667,24.8519,21.8886,15.1952,27.4366,44.7513,15.3136,25.9971
DEGS2,0,0,0,19.4806285714286,0,45.2669,0,40.3188,0,0,0,0,46.3926,0,0,0,0,0,103.8522,0,15.8361666666667,26.9997,0,0,41.9112,0,63.9848,86.0844
HSPG2,179.9678,42.667,26.3039,15.791,91.5652,77.407,95.0786,46.8282,68.712,37.7109,32.1651,49.5669,54.5066,45.966,154.0284,71.3253,40.1716,64.202,43.3926,38.6253,61.525,48.569,75.7213,26.4671,56.5367,35.0595,30.2049,147.5451
CTRC,0.9401,0.9552,0.8791,1.2959,0.8805,3.5382,2.4779,1.6014,2.1136,1.2231,1.3471,1.3249,0.8462,0.7353,0.7596,0.7083,1.1374,1.5723,1.4204,0.7394,33.2579666666667,0.934,0.6342,0.9766,1.2863,1.1164,2.0945,4.8076
