gene_symbol,adipose tissue,adrenal gland,bone marrow,brain,breast,cervix uteri,colon,epididymis,heart,kidney,liver,lung,lymph nodes,muscle,ovary,placenta,prostate,retina,salivary gland,skin,small intestine,spleen,stomach,testis,thymus gland,thyroid gland,trachea,urinary bladder
PRR29,0,0,0,21.5871714285714,0,80.312,0,219.0318,0,0,0,0,174.3608,0,0,0,0,0,27.442,0,17.3241,423.9938,0,0,109.2271,0,335.0247,40.4506
INAFM1,0,0,0,21.0132,0,83.7106,0,59.4986,0,0,0,0,62.1511,0,0,0,0,0,98.9499,0,18.9518,42.9892,0,0,82.0976,0,51.1772,140.9044
NEURL1B,114.0762,80.5549,69.3458,36.3412428571429,58.3083,108.0887,132.1548,59.4986,144.5549,47.0399,39.1187,83.79,99.6435,51.2197,127.5266,41.9028,59.8301,35.6901,40.0328,67.5883,67.6226333333333,69.4,49.7987,28.6884,56.4067,35.2213,53.9606,204.609
BIRC5,21.0472,28.3852,68.8684,24.9133571428571,19.9862,24.0869,45.0903,21.5282,32.7365,20.7237,112.0429,23.1309,99.6435,24.8563,56.312,36.1613,27.5372,25.5005,18.9852,45.9062,44.0325,26.0831,40.8525,54.0388,152.5213,29.4989,22.992,23.4113
CASK,50.4888,64.5791,15.3116,76.6215142857143,34.9728,80.6827,52.4908,45.9206,43.1552,58.1389,38.1403,44.2784,53.7587,37.02,71.056,39.7414,42.8469,66.7649,64.1085,60.5162,63.4633333333333,69.0017,40.0146,20.6874,50.1569,39.4281,49.0995,66.9768
KIAA0040,95.1031,41.7919,63.536,40.5199285714286,75.8107,57.5149,44.4716,46.1857,57.0207,58.1389,54.3731,113.0295,77.348,43.3947,42.423,128.6008,53.6932,54.3937,83.256,47.9591,52.7065666666667,70.8532,58.2396,39.6923,68.1287,48.0625,47.9818,62.9397
SPATA31D3,0,0,0,16.9220428571429,0,62.0555,0,75.5974,0,0,0,0,49.8252,0,0,0,0,0,125.4341,0,8.446,36.4216,0,0,71.6688,0,37.0746,90.5576
NOL4L,30.0743,35.4072,52.242,71.3723,42.2406,52.8178,48.4265,67.9215,17.7432,58.1389,23.7894,61.4033,100.2187,4.9939,13.7278,25.6592,40.9185,26.8255,63.6672,13.362,53.0265,93.1879,34.6113,48.7198,142.0137,29.5669,56.6339,65.6032
FAM186A,10.1905,8.3578,18.6647,13.0019714285714,14.816,21.1729,37.4182,26.8848,16.7122,18.1329,20.7675,18.5009,17.0785,16.3469,10.0369,9.7105,20.6025,9.1316,61.2937,7.343,17.5488666666667,20.1076,9.6654,1121.2588,32.0871,8.0502,21.9825,56.0951
STK16,47.1189,80.4622,63.3899,68.3385428571429,151.2622,41.4267,67.7771,97.7253,41.2129,93.2109,92.4452,36.8716,65.6824,39.7591,61.0381,33.4768,58.603,52.9722,106.0268,60.2381,52.6090666666667,58.5274,56.9139,66.5589,100.1914,101.6965,93.3419,61.8621
FBXL20,49.4533,48.9883,69.6659,57.5406571428572,81.7957,44.8519,64.7266,44.2086,34.9167,0,34.6246,50.3723,52.7775,27.7611,81.7713,50.9617,46.1232,72.2018,35.028,47.0838,55.2921333333333,46.5972,41.2305,75.4581,66.6546,36.1248,38.5991,41.1078
SYNM,24.0544,13.0194,2.5033,29.7010857142857,58.7801,31.6797,353.6576,24.889,120.0971,5.9768,7.1102,18.8883,8.9629,269.7346,5.4463,8.3127,63.2295,75.5176,15.8641,15.4658,213.453866666667,6.0236,107.8247,6.8345,5.5505,6.7578,41.5984,360.5161
ZNF678,35.0909,47.1077,53.3359,48.3795857142857,17.9362,55.9475,55.2183,51.5831,52.727,0,66.1278,54.0993,74.5502,26.5116,60.0622,45.3152,64.1091,47.8132,36.259,35.7167,56.3072,85.2824,56.2624,42.1411,28.2378,58.5876,45.8751,34.3498
GOLGA6L4,88.1444,62.3867,70.7978,43.8990714285714,18.8248,87.253,68.72,95.6108,79.8055,39.3067,51.3315,78.7394,34.3913,84.0304,140.4756,48.5561,72.7645,78.804,22.5121,99.7405,61.1709666666667,52.5242,28.8548,122.6608,13.3147,127.0006,81.2974,19.1834
CDC14C,83.2137,46.5685,38.9063,64.8344142857143,39.1499,56.4651,38.3781,56.1703,81.2892,72.0223,102.656,54.7258,33.9976,22.5651,37.7225,32.0807,65.4515,76.1287,40.125,42.9409,50.7604,30.0857,36.8314,148.1514,46.2733,110.8679,81.1105,74.6319
RNF165,67.173,67.4671,84.922,104.267914285714,96.5451,33.4796,64.1332,64.0482,55.98,59.0836,97.8102,86.9345,71.359,76.4604,40.4204,132.2037,92.4527,84.44,46.0697,71.5931,60.6809333333333,63.5857,89.995,74.5943,53.3741,78.1279,56.6339,52.7138
ZNF850,0,0,0,12.9202285714286,0,51.9733,0,83.8508,0,0,0,0,82.3093,0,0,0,0,0,42.3073,0,25.3309,85.3807,0,0,53.9921,0,60.128,32.4283
ZDHHC3,64.0759,56.6359,77.539,38.6756571428571,124.8045,70.3526,65.5516,57.0174,35.9362,51.5189,37.2293,47.2272,51.8739,50.6917,49.2154,49.0618,49.0252,28.2845,100.5577,81.4463,43.7475666666667,47.9026,52.7495,118.6331,74.4441,48.3956,48.0371,95.4827
DGKH,43.9739,26.6742,34.2784,66.9549,33.9414,112.6628,64.1332,75.3368,67.7693,71.5265,42.8928,127.1136,47.9677,59.9014,70.8926,74.515,45.5952,70.0726,41.583,48.4029,64.775,49.529,47.3389,93.6927,27.1851,33.0222,95.8466,29.8487
NSD1,49.1128,38.027,63.3899,54.3899,47.2858,58.2479,66.387,47.3159,40.7411,44.5109,40.4003,44.3805,59.4907,52.1719,73.0467,49.1183,51.99,66.0007,39.1666,52.4652,50.7613333333333,63.5125,42.6794,88.0452,54.7432,67.7339,44.9859,42.357
TOM1L2,45.6767,46.1415,32.4355,86.7071142857143,87.1426,55.8831,53.4666,50.3509,82.8958,60.5295,34.5449,43.7212,52.5955,103.4991,97.634,40.6203,62.7942,95.1806,70.5368,73.2608,44.3378666666667,53.8096,45.6266,50.4901,86.9622,76.4374,43.8608,79.1452
ARFGEF3,17.1473,23.7734,24.6048,147.143942857143,38.3469,19.7825,31.0515,19.6565,29.9249,38.3236,31.7237,53.7269,15.9202,24.6852,24.8085,30.3559,183.1975,19.0787,76.1054,23.0076,48.0819333333333,13.7676,69.2179,20.6874,4.5324,22.0702,110.0466,10.4454
GPR26,28.3593,36.3992,50.9354,167.432942857143,41.9498,14.6312,35.3251,17.4585,40.9763,31.6204,44.966,45.6239,29.0034,52.5335,40.096,23.3746,33.5675,32.4376,17.9026,28.0783,30.8711666666667,24.8805,32.6001,26.4671,20.2689,33.5588,15.0861,21.5489
NFYA,48.1609,37.2471,59.227,69.0563142857143,49.3435,46.4815,51.6515,45.4472,39.8596,51.6972,53.2579,48.4944,64.5578,54.0675,69.04,50.3783,45.1772,52.547,28.0489,37.7895,44.831,49.9873,49.7987,102.6138,95.9026,62.8501,31.1944,48.5763
CDS2,66.7106,38.3788,31.8434,95.7604,60.9158,54.0481,43.4593,40.4583,86.1059,45.758,48.2374,43.8725,55.5839,31.2203,40.3275,45.5243,38.0995,104.1234,43.895,34.6634,43.7608333333333,42.3019,38.4785,45.468,67.0394,56.5986,36.8194,75.5831
ZNF853,36.618,44.1156,27.5753,98.4259142857143,59.5292,74.4356,78.7196,72.3614,95.6165,35.1129,32.0911,38.0358,36.1784,123.4345,99.6784,26.0762,44.0473,64.4983,50.0513,35.2672,52.2677,43.1876,41.9004,29.4921,39.204,67.5003,47.2147,89.1096
WDFY4,77.6596,58.3569,201.8459,52.8612285714286,54.5419,30.8873,48.9872,42.5116,48.7565,51.3413,54.75,71.9767,200.193,62.5802,42.228,56.3954,54.315,52.6682,41.5351,49.1894,77.1227666666667,343.8425,108.6972,52.6873,104.3111,64.9839,58.8948,33.8785
ALG13,53.1123,55.5382,43.6536,46.1931714285714,32.0059,75.3842,55.922,57.6112,40.9763,50.0572,54.9395,62.1144,96.3716,30.1604,50.2459,37.9965,76.9874,44.4681,51.5722,48.1805,53.6917333333333,77.2431,44.6394,47.2287,60.3018,58.7227,69.7552,49.1388
ST13,53.7892,58.6938,29.142,55.7778,46.3693,109.5924,60.9653,96.4955,37.6732,85.6972,70.2885,36.2821,54.9476,64.7048,93.778,28.9897,44.9697,65.0202,78.2376,36.5908,49.5414,64.3961,40.4314,33.5124,82.0976,61.1373,84.1544,119.1035
KRTAP2-4,43.221,42.5199,30.8333,45.0186714285714,57.1782,71.9085,65.5516,39.3104,70.0701,45.3385,56.1545,29.2545,29.679,78.0615,35.9005,35.5421,32.0568,29.3122,122.1562,439.4115,37.0522333333333,46.17,33.8235,28.7214,60.6499,27.4351,43.3588,92.5603
PAIP2,49.9683,53.9625,38.1962,66.5188285714286,25.3647,39.6078,40.0943,45.9735,49.2077,40.4079,33.2954,41.5138,41.2524,44.4566,36.6101,35.5012,40.59,39.3141,31.7626,36.7597,41.5655333333333,56.0867,41.2305,69.2159,43.4841,44.4945,47.3235,40.404
SPACA6,0,0,0,18.1306428571429,0,68.5142,0,80.0769,0,0,0,0,61.0167,0,0,0,0,0,47.6887,0,25.2145,67.9766,0,0,54.4917,0,69.9966,57.2697
PRAC2,0,0,0,29.5007,0,134.2086,0,54.5139,0,0,0,0,83.0709,0,0,0,0,0,252.0087,0,23.7492666666667,77.689,0,0,112.2872,0,69.675,323.5376
TEF,68.8169,53.591,25.2069,107.860542857143,71.5699,63.282,78.5386,61.1656,59.708,84.1331,85.2873,51.8432,27.2238,98.1605,136.8047,34.3355,49.0817,129.1363,96.3642,85.4814,49.2629666666667,52.1626,50.9001,45.7305,42.4454,87.4593,58.827,73.2697
PTMA,35.3749,30.3453,55.657,36.2614857142857,50.6676,44.1856,54.4607,41.353,25.2077,49.087,40.6803,58.9783,61.8655,10.689,37.8531,33.9034,37.1894,54.9602,53.2618,40.726,48.9945,56.4754,56.9139,16.8541,84.4949,37.8274,47.1603,75.2358
PLEKHA7,0,0,0,14.8219285714286,0,71.2493,0,78.8873,0,0,0,0,45.7561,0,0,0,0,0,136.9038,0,43.7673666666667,32.6482,0,0,72.6659,0,115.4986,72.1813
CSNK2A3,38.7431,18.159,5.7679,70.0432285714286,9.4565,49.4061,53.7134,48.0294,49.7775,99.8773,78.7743,128.5855,37.4497,26.8186,31.5937,56.1363,35.2306,76.4801,82.1137,52.104,40.5616666666667,37.3559,67.6423,69.2956,31.2846,104.6661,53.4659,64.5542
ZSCAN18,57.1735,51.297,42.6599,84.2731142857143,41.0894,31.5704,55.8577,44.7205,60.3994,56.9465,41.0567,47.774,33.4541,45.5446,72.0445,72.6513,59.1452,60.8903,60.3136,46.1181,51.1449,47.2454,65.7989,41.5629,37.8731,89.4965,38.5103,46.3367
ERCC8,64.8179,51.5931,59.6376,51.5075,41.0422,64.7561,57.093,55.6554,64.6447,61.3715,50.6272,59.5926,69.5743,59.6948,59.924,47.6698,52.9565,51.4101,50.0513,50.8009,59.8379,82.3872,40.4314,66.0246,56.5367,78.038,59.0985,57.138
FAM228B,0,0,0,19.9877428571429,0,58.5842,0,53.8899,0,0,0,0,33.1474,0,0,0,0,0,43.4926,0,13.4477666666667,40.4911,0,0,51.4435,0,59.7141,58.3344
ZNF394,57.769,42.6179,73.7938,36.6989,184.5994,49.9782,123.6184,55.3997,52.0634,39.2615,46.3857,51.7836,92.9927,43.2949,73.7226,43.8272,50.5731,54.4563,42.8959,52.3445,66.2734333333333,89.5075,62.4767,42.8258,54.3664,46.6451,75.7839,43.9465
SERPINB13,25.5973,43.4602,24.1557,40.0400571428571,50.6676,1808.3413,39.3625,37.0687,52.7877,48.3578,27.0947,85.5445,77.259,60.1778,27.5804,35.2163,51.99,48.6461,90.4514,678.2214,34.0331666666667,42.3506,24.1946,27.0524,105.3975,23.2437,1281.0817,362.5974
TMEM235,0,0,0,18.4491857142857,0,66.3408,0,62.1594,0,0,0,0,79.1496,0,0,0,0,0,52.6521,0,18.5631,58.9331,0,0,51.5621,0,56.7645,49.0823
PRTG,27.302,37.8523,51.0529,45.5424428571429,25.0455,126.2643,31.0515,60.1184,51.172,48.8053,29.743,44.1766,23.602,55.2633,112.3572,97.1054,24.884,146.7399,19.9717,23.5435,54.2734666666667,29.0308,44.6908,220.651,14.3989,253.9837,24.7786,32.6907
BBIP1,0,0,0,8.43121428571429,0,40.3441,0,22.055,0,0,0,0,27.2552,0,0,0,0,0,35.5972,0,6.07646666666667,23.6788,0,0,28.5319,0,20.1872,44.0478
CTAGE4,0,0,0,9.04215714285714,0,46.9657,0,83.8508,0,0,0,0,42.4081,0,0,0,0,0,113.0877,0,31.2356333333333,45.4318,0,0,53.6204,0,89.3464,34.9884
MMP16,42.1886,21.8822,19.4769,114.478757142857,49.1734,131.456,75.2632,31.7327,73.288,25.1459,27.535,14.0829,16.6897,33.7238,77.0195,24.8739,22.5123,39.1785,64.7762,39.6617,46.5565333333333,35.8806,29.1218,17.6281,11.3849,24.0606,35.0007,65.0766
KRTAP2-2,35.5791,40.5594,28.3152,54.9285285714286,62.1914,50.7903,52.6118,29.683,85.1202,50.8706,56.0253,30.1434,41.2524,99.6407,34.9624,53.1182,26.3584,27.3243,31.4351,827.6972,34.5463666666667,23.7881,39.9226,44.5355,521.5914,28.629,30.3443,487.444
SMIM13,0,0,0,13.7978285714286,0,48.3928,0,53.5189,0,0,0,0,45.8616,0,0,0,0,0,31.5076,0,14.0815333333333,52.1626,0,0,41.4315,0,59.4397,29.3039
KMT2D,45.3101,44.4214,101.1626,53.1405285714286,94.2389,65.1299,62.6734,53.1505,35.1182,46.9317,40.9152,51.4863,104.8211,52.2922,64.6548,56.4603,59.8301,62.5242,73.5217,47.3011,46.4663,63.0753,50.6079,52.5056,160.2619,44.0358,34.2828,56.2244
PPP1R12C,77.5702,51.5338,55.9783,53.8783285714286,45.7857,55.8188,60.3369,46.1857,53.2761,55.0132,52.1656,70.5817,38.5433,44.7133,61.532,72.9027,57.9321,61.101,37.49,49.3596,69.6417333333333,64.8425,67.6423,57.837,67.6597,47.567,51.1183,54.8813
PAX7,71.6465,77.6411,92.9009,89.5373571428572,73.9146,112.4036,88.3249,70.6329,57.0207,94.0734,118.4089,68.264,100.3342,66.4411,47.0545,85.5546,72.9322,68.0062,115.3229,106.8739,85.0082,92.653,107.453,79.7454,103.117,71.4177,59.9207,242.6189
TXNRD3,70.5009,68.2483,36.8146,49.0049142857143,119.8755,63.7941,61.9559,71.698,55.5946,81.558,112.0429,56.7796,30.1612,93.8505,151.5657,49.4588,52.8347,83.4734,55.7719,69.0036,46.3038666666667,39.4784,49.6842,223.206,54.9959,92.6416,52.8539,51.3955
DLGAP1,17.2264,40.9347,12.4171,207.940685714286,12.9339,23.3228,21.6812,51.5237,13.2444,15.3627,13.0432,16.0395,13.6757,13.7226,19.081,18.3757,25.937,24.5781,35.7615,14.6511,15.8257,23.4617,19.0203,35.2944,13.9904,8.449,21.163,24.7699
TRAPPC2B,47.9949,75.3515,43.453,60.7033285714286,42.4356,49.2925,32.5899,34.7142,60.2605,44.3064,60.5877,58.2361,47.6924,55.9032,43.1123,56.1363,57.5333,39.861,36.0094,46.012,51.5260333333333,49.5861,29.0548,40.5234,38.3116,79.0325,33.9685,50.9243
WDR26,47.5001,36.4411,114.9529,29.9444857142857,20.2642,44.2365,39.4079,33.3048,48.5884,33.5326,35.0658,53.4185,45.7561,53.1418,38.6457,37.0462,34.508,41.1669,23.7091,59.3433,40.8098666666667,60.4449,26.407,27.2713,29.4666,30.7472,46.0338,29.6773
ZNF469,66.4041,44.1664,47.5357,46.1697857142857,260.4536,79.0279,97.0695,43.8033,35.73,66.7524,50.6272,84.1767,27.0053,68.46,34.088,78.0268,143.5223,23.2032,61.5766,44.144,42.3388666666667,20.3873,67.9545,265.2808,24.5093,37.3083,101.1758,32.131
GFRA1,95.9831,41.7919,54.0779,49.9841,79.7499,107.8401,163.3364,88.9216,58.7534,46.5015,197.872,51.3088,79.1496,48.3545,89.0432,37.6915,43.8449,36.3537,69.1696,83.5356,117.758933333333,56.1513,88.3524,38.6995,101.0021,36.2081,85.0309,105.907
CLMN,85.545,17.7048,15.0668,67.2678571428572,76.6885,33.5954,39.7725,92.1525,36.8581,121.0505,77.8725,37.992,30.8638,28.9359,15.8892,53.0571,68.2212,108.7798,44.5057,24.2589,48.9355333333333,23.5971,38.4785,36.4927,15.0083,40.1149,83.8642,18.1939
SLF1,38.7431,36.6937,130.6231,65.1187428571429,16.208,72.407,29.2808,52.4212,68.0037,43.3977,45.1216,50.0256,57.0097,47.4173,49.3857,32.2659,37.4041,44.2128,18.7032,47.3011,47.9794333333333,100.4291,26.3462,171.8723,30.6077,38.9768,54.7743,33.4907
IRGM,0,0,0,20.7868285714286,0,54.9263,0,36.6866,0,0,0,0,60.4573,0,0,0,0,0,26.2069,0,19.7993333333333,85.5775,0,0,61.1407,0,52.3693,41.0133
WDR97,40.9444,44.2682,52.002,95.9238,90.3088,84.2908,54.3354,65.8426,73.288,63.748,70.5317,37.4276,79.1496,113.0932,66.3133,60.0128,46.8727,129.285,76.4567,44.8613,48.3710666666667,92.1212,39.2842,102.0248,77.5051,59.266,89.7588,54.4408
NBPF19,31.4916,39.0025,30.3403,39.7262714285714,30.0421,53.9238,42.3724,66.1465,25.063,40.7818,72.6749,43.0717,59.903,10.7755,36.1078,26.1363,48.8562,102.2229,28.8679,50.4512,42.8221666666667,56.0221,49.5699,41.3719,37.4395,33.0983,52.49,34.8277
C2orf72,5.9319,12.8852,13.1832,86.2120285714286,19.0428,10.7098,47.3242,29.0073,4.5293,23.6846,282.0878,15.8559,20.0654,11.0774,9.5192,150.0526,32.728,44.7248,36.0094,32.2012,59.3273333333333,9.5799,38.5672,7.6508,19.7847,6.3068,8.4738,22.3318
ZNF525,42.8741,66.5414,88.9242,39.1486857142857,13.2963,49.52,38.6441,63.1695,40.7411,61.8681,49.1342,59.5926,54.1313,23.4119,79.5428,63.1311,67.2852,51.4693,17.1955,57.7925,70.0294333333333,90.6483,45.9429,61.1936,25.9018,51.8568,80.182,15.3789
TRIM66,0,0,0,22.2716571428571,0,50.3246,0,70.7143,0,0,0,0,112.0595,0,0,0,0,0,59.7607,0,17.2445,48.3459,0,0,84.9827,0,69.0362,42.9462
MAVS,62.4015,54.7762,68.3156,44.2793428571429,128.5968,49.6913,58.7602,43.6021,51.172,62.5845,52.4064,47.1728,56.8131,112.0564,62.9652,45.5768,61.7902,44.0097,74.8024,47.8488,56.2667333333333,58.5949,67.4867,23.8894,82.9527,56.1443,58.0867,61.507
AGFG1,49.6815,37.0759,77.8072,43.8989285714286,27.0851,56.922,27.6747,26.2728,38.818,27.1936,19.3814,53.6034,36.0952,38.7647,31.0886,82.6501,24.6558,34.7975,28.4064,28.1755,27.5521666666667,37.27,15.7477,86.8372,33.1765,25.4569,24.4668,45.1258
ZNF138,53.4189,65.5529,50.9941,51.3445428571429,59.324,43.7805,48.9309,58.2113,60.3994,73.1083,53.6271,46.5256,65.3054,48.6896,68.1712,46.264,72.0974,49.722,42.5516,52.4652,50.1030666666667,66.4293,40.3384,45.8359,65.7401,93.3912,58.0199,33.1455
CISD3,62.4015,90.3841,41.6889,56.5333857142857,72.5655,59.3992,67.6212,63.754,59.0245,65.534,88.9988,52.504,60.1795,55.3907,48.0398,62.9859,54.9439,57.8826,61.2937,70.7736,62.5028666666667,44.9117,74.1683,41.2768,67.0394,57.5183,54.7113,43.9465
SHISA6,0,0,0,30.0841,0,70.4337,0,8.8208,0,0,0,0,3.037,0,0,0,0,0,9.895,0,3.6112,2.0154,0,0,6.2277,0,5.56,34.1134
MID2,82.072,76.0487,15.2062,65.7554428571429,292.2337,175.0977,114.3097,94.4076,41.4031,0,36.173,76.7701,61.8655,126.3097,80.8353,29.393,86.6801,100.3571,121.5949,95.0323,60.7370666666667,44.86,52.8711,19.6655,33.368,76.3495,81.3911,185.9622
TMEM205,25.8937,34.1658,31.4427,109.801557142857,50.5511,13.0852,22.5727,10.151,39.1771,34.671,34.7444,24.957,11.5199,29.036,30.9101,23.4554,54.1277,31.3003,56.288,43.9918,24.2371,18.6793,48.6092,15.3358,12.8035,41.6204,31.4106,21.3268
CCNT1,36.3241,45.9295,62.5202,54.6244142857143,45.9971,116.2199,82.6196,132.5889,34.517,39.2163,27.9502,51.3088,103.264,59.2157,36.9488,59.3258,44.0473,82.7081,35.5153,43.3383,72.1103666666667,218.7054,31.3486,106.0977,83.2397,43.9345,123.0486,65.2266
KRTAP4-8,29.5253,36.8207,11.3245,36.4628571428572,38.1707,28.8922,34.2045,20.8213,42.3675,25.2619,49.1342,35.7431,46.2859,83.0685,18.4332,43.7768,34.2704,8.5418,123.4285,763.6097,24.0295666666667,25.4308,61.8327,26.2244,733.3822,25.0499,21.09,86.0844
C22orf46,69.2141,46.9994,87.9063,78.9456857142857,99.0217,38.4397,111.9652,81.378,61.0988,68.6225,58.8009,43.6709,113.6184,45.966,79.7262,53.7333,52.471,53.278,41.3443,46.2244,67.3679,64.1741,100.2809,61.1936,50.3884,41.4769,71.4623,62.7949
BTBD19,0,0,0,13.0300571428571,0,38.7954,0,88.2078,0,0,0,0,63.8923,0,0,0,0,0,57.071,0,25.9209,50.0449,0,0,42.0078,0,49.668,32.2793
ZNF844,50.4888,43.3603,42.9556,49.8233285714286,46.9602,93.7088,44.4716,68.7871,73.288,87.9968,59.4818,49.7957,80.9933,107.013,110.0527,43.3754,70.7815,102.2229,47.579,46.7597,54.2054,108.9832,36.1592,44.2289,64.3177,146.827,64.8749,38.5412
EDARADD,46.0994,35.4072,60.3282,50.1649,171.0922,45.791,37.4182,100.1168,39.6764,84.0363,55.0661,42.726,57.0754,32.654,48.0951,62.6244,81.8313,49.894,102.4272,93.0832,43.3386,68.6846,51.9061,51.1924,126.4242,88.5739,101.7599,92.5603
MDM2,41.1334,76.7524,65.3161,42.8332,14.4454,63.3549,19.6374,58.0106,39.087,0,89.8223,68.4214,48.8033,59.2157,38.1593,80.7688,53.4465,40.2298,24.7979,48.8508,45.1482666666667,58.2585,28.0684,16.2445,31.1408,53.5557,84.1544,24.1504
C19orf84,0,0,0,20.7254714285714,0,73.0769,0,67.9997,0,0,0,0,71.1949,0,0,0,0,0,141.389,0,25.0409333333333,64.7679,0,0,109.7313,0,66.8462,77.7902
DUSP15,37.4279,44.5751,50.9354,57.5080142857143,36.3689,48.0596,49.5545,52.2405,52.8485,64.3379,60.8673,43.2705,64.4835,59.9014,38.7794,43.1761,50.1094,48.7022,121.8752,63.6607,56.0964333333333,54.0579,89.995,127.5575,102.2893,51.6186,48.1478,51.6922
SMLR1,0,0,0,2.18564285714286,0,3.9791,0,13.2284,0,0,0,0,4.3797,0,0,0,0,0,14.7712,0,9.2183,5.2043,0,0,1.1867,0,7.3464,3.7491
ANTXRL,0,0,0,16.0061285714286,0,69.4673,0,68.3136,0,0,0,0,64.4835,0,0,0,0,0,62.0034,0,18.3084,76.6231,0,0,98.476,0,46.5668,48.1864
DKK3,27.9058,47.7081,19.7024,95.0316,71.3231,48.7843,74.1452,35.769,123.0361,32.4315,34.9047,50.2565,24.2632,33.1083,36.191,25.3363,35.0283,63.2482,49.6496,33.1033,49.4077666666667,38.5354,48.1081,33.2434,30.8909,27.2462,58.4894,75.4093
RBM48,70.9896,65.7797,63.9028,73.6059142857143,68.113,45.319,81.8621,44.7721,70.9631,37.2792,64.7716,51.6645,55.456,72.1833,65.4035,59.4626,57.1373,79.5332,52.6521,56.1528,58.7224333333333,98.2561,46.4214,48.776,43.7855,71.3355,59.6454,53.2016
C5orf60,0,0,0,4.21982857142857,0,5.48,0,49.9467,0,0,0,0,5.2778,0,0,0,0,0,23.4108,0,2.67086666666667,10.9992,0,0,0.4947,0,17.1032,18.3622
IL17RA,45.1019,41.0291,182.398,43.2032571428571,51.1364,35.5861,59.1675,49.4319,49.4348,39.1261,37.5305,62.2575,89.1146,23.6285,39.1382,62.2649,60.8022,38.3308,47.415,37.0571,51.3208,56.0867,60.9843,34.9708,106.9868,30.1166,42.0801,30.3337
DPY19L4,44.8947,60.6865,50.4685,47.7997571428571,22.6585,74.9515,41.3602,48.8098,73.4569,54.7604,50.4527,63.5612,40.2206,57.2053,102.8255,62.6244,56.2885,69.5902,17.5556,41.4354,51.0703,79.3158,39.6021,43.3716,19.5583,67.89,53.4659,25.1145
SPANXB1,46.5795,52.3711,14.1586,64.8219714285714,71.5699,82.1827,49.898,121.2013,53.831,50.7536,26.8154,39.9201,11.5199,148.0596,33.159,22.4514,33.1833,136.0029,123.1446,47.0838,42.7604666666667,39.8437,41.7079,500.8479,29.9454,38.7085,45.7169,110.8983
CYP3A5,12.3224,55.0924,6.2809,8.13751428571429,6.2048,19.6916,31.6288,17.4786,7.0556,32.7316,575.9494,30.9879,14.238,6.2149,4.1219,5.543,51.454,8.6506,8.2683,40.726,63.1432666666667,5.4245,52.3261,8.9167,11.2935,4.9012,14.275,15.8827
TNRC18,61.6872,43.161,51.7631,42.6455285714286,106.1036,32.8307,84.8365,38.9052,37.6299,58.6768,51.3907,47.4452,33.262,31.0411,47.764,51.7897,63.3023,35.9375,41.4873,56.6724,59.1297,54.81,66.255,35.1322,34.9809,73.4186,62.0264,41.6318
HOOK3,33.7439,40.2802,33.4981,43.9441,16.0594,56.8565,57.0273,31.2613,35.484,35.7657,35.4311,57.7021,27.6343,78.2414,45.6668,60.0128,52.1098,45.2427,8.8698,31.3958,46.6847666666667,48.0131,35.8277,39.601,12.1571,64.3881,35.2839,20.2267
VSIG10,84.2742,105.2185,44.2609,48.8236428571429,79.2009,53.9238,87.7168,50.6416,62.8106,47.366,63.1516,77.2133,50.8685,88.1935,107.1768,86.2469,64.4792,59.9858,72.4295,60.5859,90.6018,58.7299,58.5084,35.7031,45.3764,89.7028,56.0502,55.5808
ZNF451,23.5611,55.5382,107.8996,49.6275428571429,11.7959,58.5842,43.4093,72.1119,39.8137,36.8101,38.0088,44.8427,52.1734,35.4353,43.0131,44.3347,47.9645,47.8683,12.8208,20.341,48.0275,77.8681,30.0413,91.0345,10.6006,39.7929,45.5593,12.8951
BCL2L13,76.859,81.7696,109.1491,51.9536285714286,89.3779,47.7288,55.4093,46.1857,121.2084,77.0844,102.302,63.6344,79.2408,194.0603,77.6427,62.4085,67.3627,112.3436,58.3332,65.8979,52.1229333333333,53.5007,47.832,80.6689,59.543,70.9261,35.1623,88.8024
SAP30L,68.1075,54.7132,41.4019,60.3270142857143,72.482,114.7573,68.6409,54.3259,66.3793,51.7567,66.8936,61.9002,55.8404,72.1002,69.6788,49.4588,55.0706,76.4801,83.9297,60.0304,59.0516,68.9223,47.6122,57.0435,80.9712,61.1373,56.6992,103.7349
RBM20,0,0,0,11.9841714285714,0,38.2631,0,58.2783,0,0,0,0,52.0534,0,0,0,0,0,28.6033,0,15.2282666666667,57.7244,0,0,37.8731,0,84.7377,35.9687
PPARGC1B,64.1497,61.248,60.2587,100.029171428571,50.7844,103.4619,86.1158,60.6048,79.6219,82.1234,87.9801,56.1296,67.3673,73.6948,63.9147,75.5516,75.8437,112.3436,71.6004,82.1999,125.206,87.2689,111.4855,65.7213,60.0939,45.7937,97.6285,230.3694
PYGO1,38.036,61.6726,41.0223,64.0430428571429,22.1172,129.2053,71.1349,53.7041,59.1606,52.6583,78.052,53.9749,28.474,81.5524,76.8424,46.6921,79.0532,88.6234,22.2032,34.4248,60.1778666666667,26.9997,65.3459,71.5659,17.8991,67.1129,40.2325,63.1575
XKR6,52.1429,89.5554,70.635,73.4913857142857,47.9436,59.6733,60.2675,44.8236,59.0245,55.9071,74.3677,56.3887,65.9856,87.5864,45.1441,79.4774,64.8514,80.6396,60.592,69.0036,74.5989333333333,109.9916,64.1532,71.237,89.6046,43.8335,47.378,32.168
