gene_symbol,adipose tissue,adrenal gland,brain,breast,colon,heart,kidney,liver,lung,lymph nodes,muscle,ovary,prostate,testis,thyroid gland
MCAT,6.683,8.6164,11.2964,8.6366,5.9237,13.2374,19.2047,34.1767,8.0266,6.5559,32.5287,9.6041,9.9176,9.6421,13.3989
THOC5,10.6928,12.533,9.2425,8.6366,10.3665,15.8849,7.2018,10.5159,5.0167,9.3656,32.5287,8.9181,12.2062,13.3506,11.1657
MCM5,9.3562,18.7995,2.0539,7.557,4.4428,5.295,3.6009,5.258,4.0133,12.1753,11.6174,7.5461,5.3402,10.3838,8.9326
APOBEC3H,1.0693,3.9166,2.0539,2.1592,0,0,0.2401,0,2.0067,3.7463,0,0.686,0.4577,0.2225,1.4888
ARSA,22.7222,22.7161,11.2964,26.9895,11.8474,15.8849,14.4035,31.5478,21.0699,31.8431,6.9704,10.9761,18.3093,10.3838,20.0983
TSPO,48.1176,36.0324,8.2156,76.65,38.504,50.3022,26.4065,31.5478,66.2198,43.0819,32.5287,24.0102,45.0105,13.3506,23.0758
RASD2,2.6732,2.3499,28.7545,3.2387,29.6185,7.9424,1.2003,0.2629,15.05,2.8097,6.9704,5.488,14.4949,5.1919,1.4888
TTLL12,21.3856,10.9664,10.2695,14.0345,19.252,10.5899,15.6038,28.9188,8.0266,10.3022,27.8818,38.4163,15.2578,23.7344,15.632
CBX7,22.7222,25.8493,33.8892,15.1141,48.8705,39.7122,15.6038,15.7739,28.0932,28.0969,53.44,24.6962,61.794,12.6089,26.0534
PDGFB,28.0686,12.533,6.1617,22.6711,13.3283,23.8273,14.4035,2.629,87.2897,11.2388,4.647,5.488,8.3918,8.9004,7.4438
ACR,1.3366,2.3499,1.0269,0.7557,0,0.2647,0.12,1.3145,0.4013,0,0,0.4116,0.2289,38.5684,0.4466
CABP7,0.1337,0.235,11.2964,0.108,0.2962,0,0.12,0.2629,0,0.281,0,0.2058,0.2289,1.4834,0.1489
RPL3,1430.161,1055.122,352.2427,927.3576,1534.2365,182.6763,559.3367,796.581,1124.7333,1132.3043,434.4907,1778.8098,1187.0557,748.3749,745.1264
ZMAT5,4.0098,7.0498,4.1078,6.4775,5.9237,5.295,6.0015,7.8869,3.01,3.7463,6.9704,7.5461,6.1031,5.9336,6.6994
RBFOX2,42.7712,28.1993,56.4821,38.8648,65.1606,58.2446,25.2062,23.6608,37.1232,28.0969,34.8522,72.0305,63.3198,34.8599,35.7303
SYNGR1,2.6732,5.4832,82.1557,3.2387,8.8855,10.5899,7.2018,1.8403,4.0133,7.4925,6.9704,28.1262,11.4433,13.3506,4.4663
TAB1,13.366,15.6663,16.4311,9.7162,11.8474,13.2374,7.2018,15.7739,8.0266,14.0484,20.9113,15.7781,19.0722,10.3838,11.9101
ASCC2,34.7516,25.066,8.2156,26.9895,19.252,18.5324,18.0044,47.3216,19.0633,16.8581,85.9688,21.2661,23.6496,23.7344,26.7978
MTMR3,5.3464,3.9166,3.0808,4.3183,4.4428,5.295,3.6009,2.629,3.01,4.6828,6.9704,6.174,2.2887,5.9336,5.2107
MIEF1,21.3856,21.9328,22.5928,20.512,13.3283,15.8849,21.6053,39.4347,9.03,18.7313,11.6174,18.5221,9.9176,17.0591,17.8652
APOL4,20.049,14.0996,8.2156,6.4775,13.3283,15.8849,9.6023,2.629,14.0466,12.1753,2.3235,22.6382,21.3609,4.4502,5.9551
PNPLA5,0.1337,0.1567,1.0269,0.108,0,0.2647,0.2401,0,0.1003,0,0,0.2058,0.1526,0.3708,0
APOL1,72.1763,70.4981,13.3503,46.4219,79.9699,42.3597,66.0161,123.5621,219.7293,48.7013,27.8818,84.3786,115.9592,47.4688,30.5197
PNPLA3,1.3366,0.7833,2.0539,4.3183,0.1481,0.2647,2.4006,47.3216,0.8027,0.281,0.9294,1.372,0.2289,0.2225,0.7444
MYH9,1059.923,391.6563,78.0479,350.8629,467.9717,137.6691,192.0469,144.5939,723.4012,292.2076,227.701,237.3576,225.0523,215.0929,200.9831
CACNA1I,0,1.5666,5.1347,0,0.1481,0,0,0.2629,0.301,5.6194,0,0.0686,0.0763,0.2225,0.7444
SAMM50,54.8006,20.3661,21.5659,46.4219,22.2138,42.3597,18.0044,34.1767,8.0266,14.0484,74.3514,23.3242,19.8351,20.7676,22.3315
TXN2,68.1666,61.0984,62.6437,75.5705,59.2369,119.1367,85.2208,194.5445,55.1832,55.2572,130.1149,71.3445,73.2374,50.4356,88.5815
FOXRED2,6.683,10.9664,24.6467,6.4775,4.4428,10.5899,6.0015,10.5159,3.01,4.6828,16.2644,17.8361,9.1547,12.6089,9.677
GRAP2,1.3366,6.2665,0.1027,1.0796,1.4809,2.118,0.4801,0.2629,8.0266,14.985,0,0.686,0.7629,2.2251,0.2233
EIF3D,134.9965,117.4969,45.1856,91.7641,128.8403,68.8345,56.4138,63.0955,95.3164,101.1488,225.3775,124.8528,131.9798,71.9449,92.3034
TNRC6B,13.366,11.7497,12.3234,11.8754,5.9237,15.8849,7.2018,7.8869,6.02,14.985,16.2644,8.9181,7.6289,11.1255,8.9326
SGSM3,10.6928,17.2329,10.2695,15.1141,16.2902,13.2374,15.6038,15.7739,16.0533,44.955,13.9409,15.0921,17.5465,15.5757,17.1208
IFT27,2.6732,4.6999,6.1617,4.3183,4.4428,5.295,4.8012,5.258,6.02,4.6828,2.3235,8.9181,6.1031,4.4502,4.4663
PVALB,0.2673,2.3499,121.1797,0,0.2962,0,31.2076,7.8869,0.903,0.9366,0,0.1372,3.8144,2.9668,16.3764
KIAA0930,25.3954,20.3661,35.9431,28.069,19.252,7.9424,12.0029,28.9188,13.0433,21.5409,27.8818,18.5221,28.2269,16.3174,11.1657
NCF4,16.0392,41.5156,2.0539,6.4775,2.9618,7.9424,3.6009,10.5159,24.0799,73.9885,1.6264,4.116,11.4433,2.9668,2.9775
CSF2RB,9.3562,108.8804,2.0539,6.4775,4.4428,5.295,1.2003,2.629,24.0799,34.6528,0.697,4.116,6.1031,2.2251,2.2331
SLC25A17,10.6928,19.5828,13.3503,14.0345,10.3665,5.295,21.6053,26.2898,9.03,11.2388,6.9704,25.3822,16.7836,19.2842,13.3989
UPK3A,0,0.3133,0.3081,0.2159,0,0,0.6001,0,0.2007,0,2.0911,0.2058,32.8042,0.2225,4.4663
FAM118A,5.3464,8.6164,5.1347,5.3979,5.9237,5.295,8.4021,5.258,10.0333,17.7947,13.9409,10.2901,9.1547,13.3506,6.6994
KCTD17,10.6928,16.4496,23.6198,4.3183,17.7711,7.9424,3.6009,2.3661,9.03,15.9216,1.6264,18.5221,15.2578,25.9595,6.6994
ST13,280.6858,126.8966,265.9791,272.0537,429.4677,232.9785,220.854,255.0111,224.746,216.346,497.2247,488.4352,347.1146,196.5504,282.1208
IL2RB,0.802,19.5828,0.2054,2.1592,0.8886,1.059,0.8402,2.629,23.0766,26.2238,0.697,1.372,1.5258,0.7417,0.5955
RBX1,34.7516,45.4321,42.1048,36.7057,28.1375,50.3022,36.0088,49.9506,54.1798,34.6528,37.1757,28.1262,27.464,37.085,40.1966
EP300,33.415,22.7161,20.5389,22.6711,23.6948,37.0648,24.0059,23.6608,22.0733,29.97,55.7635,33.6142,30.5156,30.4097,28.2865
L3MBTL2,6.683,14.8829,12.3234,8.6366,7.4046,7.9424,9.6023,15.7739,6.02,11.2388,6.9704,15.0921,12.9691,8.9004,11.1657
CHADL,0.401,0.6267,12.3234,2.1592,4.4428,7.9424,0.6001,0.5258,1.0033,1.8731,0,0.5488,2.2887,1.4834,0.7444
RANGAP1,30.7418,24.2827,64.6976,20.512,29.6185,21.1799,24.0059,47.3216,50.1665,42.1453,32.5287,24.0102,19.0722,49.6939,28.2865
ZC3H7B,26.732,24.2827,34.9162,29.1486,23.6948,23.8273,24.0059,47.3216,30.0999,18.7313,18.5878,43.9043,19.0722,14.834,46.8961
PHF5A,33.415,36.0324,25.6737,21.5916,42.9468,31.7698,36.0088,55.2086,44.1465,42.1453,65.0574,28.1262,43.4847,31.8931,33.4972
ACO2,58.8104,32.8991,95.506,75.5705,37.0231,458.0145,79.2194,57.8376,31.1032,29.0334,425.1968,23.3242,38.9074,27.4429,76.6713
POLR3H,13.366,15.6663,12.3234,14.0345,5.9237,7.9424,10.8026,31.5478,4.0133,7.4925,11.6174,17.1501,8.3918,6.6753,18.6096
TRMU,2.6732,6.2665,5.1347,3.2387,2.9618,10.5899,7.2018,7.8869,3.01,7.4925,1.6264,4.802,5.3402,2.9668,5.2107
PMM1,24.0588,5.4832,15.4042,12.9549,16.2902,5.295,20.405,23.6608,8.0266,9.3656,9.2939,13.7201,15.2578,11.1255,6.6994
DESI1,26.732,17.2329,42.1048,22.6711,22.2138,47.6547,43.2106,110.4172,35.1166,23.4141,30.2052,21.9521,23.6496,26.7012,12.6545
CERK,37.4248,28.1993,42.1048,24.8303,37.0231,92.6619,36.0088,34.1767,34.1132,55.2572,30.2052,39.7883,27.464,16.3174,44.6629
BRD1,13.366,16.4496,10.2695,12.9549,13.3283,15.8849,10.8026,13.1449,15.05,21.5409,16.2644,19.2081,16.0207,38.5684,15.632
ZBED4,6.683,10.1831,5.1347,6.4775,5.9237,7.9424,7.2018,10.5159,6.02,14.0484,9.2939,8.9181,3.8144,5.9336,6.6994
MLC1,1.3366,0.1567,88.3174,0.108,0.1481,0,0.2401,0,2.0067,0.1873,0.2323,1.372,0.7629,3.7085,0
HDAC10,1.3366,4.6999,1.0269,1.0796,1.0366,0.5295,1.2003,2.1032,2.0067,9.3656,0.697,2.058,2.2887,0.7417,1.4888
KCNK10,0.1337,0.0783,5.1347,0,0.1481,0,0.2401,0,0,0,0,0.0686,0.0763,0.5192,0
ABHD4,45.4444,10.1831,10.2695,33.4669,28.1375,15.8849,40.81,34.1767,36.1199,29.0334,27.8818,15.0921,41.196,31.1514,33.4972
KHNYN,24.0588,24.2827,7.1886,18.3528,16.2902,13.2374,13.2032,13.1449,23.0766,22.4775,23.2348,26.0682,17.5465,6.6753,18.6096
FKBP3,40.098,46.2154,121.1797,65.8543,82.9317,148.259,68.4167,68.3535,30.0999,57.1303,125.4679,59.6824,49.5878,74.17,95.2809
SDR39U1,8.0196,7.0498,8.2156,7.557,5.9237,7.9424,7.2018,5.258,5.0167,12.1753,9.2939,8.9181,6.1031,6.6753,11.1657
CTSG,24.0588,45.4321,0.1027,3.2387,0.5924,5.295,1.2003,1.0516,37.1232,5.6194,2.3235,1.372,13.732,6.6753,0.1489
GZMH,0.6683,4.6999,0.2054,4.3183,0,1.059,0,1.8403,23.0766,19.6678,1.3941,2.744,3.8144,1.4834,0.2978
GZMB,4.0098,4.6999,0.2054,4.3183,1.0366,1.8532,1.2003,1.8403,31.1032,7.4925,0.4647,1.372,2.2887,1.4834,0.1489
RBM23,9.3562,13.3163,10.2695,7.557,8.8855,10.5899,14.4035,13.1449,10.0333,17.7947,9.2939,17.8361,12.2062,11.1255,14.1433
PRMT5,30.7418,21.1494,25.6737,21.5916,34.0612,34.4173,39.6097,28.9188,26.0866,21.5409,125.4679,40.4743,34.33,27.4429,42.4298
COCH,4.0098,10.9664,4.1078,2.1592,2.9618,1.8532,1.2003,0,0.4013,15.9216,1.1617,0.686,6.1031,3.7085,0.6699
AP4S1,4.0098,8.6164,12.3234,4.3183,7.4046,7.9424,4.8012,2.629,4.0133,5.6194,4.647,10.2901,6.866,5.9336,11.1657
POLE2,0.6683,5.4832,2.0539,2.1592,1.4809,1.3237,1.2003,5.258,1.0033,1.8731,0.2323,3.43,2.2887,5.1919,1.4888
VCPKMT,6.683,28.1993,23.6198,8.6366,8.8855,7.9424,16.8041,13.1449,12.04,17.7947,11.6174,17.1501,11.4433,14.0923,11.9101
SOS2,30.7418,20.3661,31.8353,38.8648,31.0994,55.5971,33.6082,18.4029,26.0866,25.2872,72.0279,19.2081,28.9898,36.3433,32.0084
CDKL1,2.6732,1.5666,3.0808,2.1592,2.9618,0.5295,7.2018,1.0516,2.0067,1.8731,0.4647,4.802,3.8144,1.4834,2.9775
NIN,17.3758,18.7995,15.4042,12.9549,13.3283,18.5324,12.0029,5.258,11.0366,20.6044,18.5878,11.6621,10.6804,6.6753,7.4438
PYGL,72.1763,18.0162,10.2695,264.4966,32.5803,10.5899,14.4035,149.8519,45.1499,26.2238,6.9704,31.5562,39.6702,14.0923,15.632
TRIM9,0.5346,0.235,46.2126,0.4318,4.4428,0.2647,0.8402,2.3661,0.301,0.8429,0.2323,0.343,0.7629,1.4834,0.7444
PSMC6,22.7222,22.7161,33.8892,29.1486,29.6185,45.0072,30.0073,60.4665,24.0799,21.5409,41.8226,25.3822,26.7011,23.7344,33.4972
GNPNAT1,26.732,18.7995,19.512,24.8303,23.6948,15.8849,32.4079,128.82,14.0466,15.9216,27.8818,28.1262,15.2578,20.7676,15.632
DDHD1,6.683,6.2665,11.2964,5.3979,4.4428,5.295,2.4006,2.1032,7.0233,7.4925,2.3235,6.86,3.8144,17.0591,2.9775
CDKN3,5.3464,5.4832,5.1347,2.1592,4.4428,5.295,1.2003,0.5258,3.01,8.4291,1.6264,2.058,2.2887,156.4986,2.2331
CNIH1,56.1372,33.6824,41.0779,74.4909,97.7409,66.1871,56.4138,149.8519,46.1532,59.0035,44.1461,48.7063,78.5776,43.7603,34.2416
CGRRF1,9.3562,10.1831,21.5659,10.7958,13.3283,10.5899,16.8041,7.8869,8.0266,10.3022,23.2348,14.4061,12.2062,25.2178,13.3989
ATP6V1D,21.3856,12.533,120.1527,47.5014,48.8705,105.8993,80.4197,42.0637,33.1099,22.4775,39.4992,37.0442,32.8042,41.5352,49.8736
CCDC198,0.1337,0.3917,0.3081,0.2159,0.2962,0,66.0161,31.5478,0,0.0937,0.2323,15.0921,0.4577,2.2251,0.2233
PLEK2,0.1337,0.0783,0.2054,2.1592,11.8474,0.2647,6.0015,28.9188,4.0133,0.281,0,2.058,8.3918,5.9336,20.8427
PIGH,16.0392,18.0162,21.5659,14.0345,11.8474,13.2374,31.2076,23.6608,8.0266,15.9216,30.2052,20.5801,19.0722,25.2178,30.5197
LRRC74A,0.1337,0.0783,0.2054,0.108,0,0,0,0,0.301,0.1873,0,0.2058,0,6.6753,0
PSMA3,48.1176,75.198,44.1587,61.536,42.9468,90.0144,82.8202,139.336,68.2265,42.1453,95.2627,48.7063,48.062,35.6016,66.9944
VTI1B,78.8593,36.0324,56.4821,114.4353,62.1988,63.5396,56.4138,49.9506,31.1032,40.2722,55.7635,38.4163,38.9074,35.6016,58.0618
TIMM9,54.8006,47.7821,35.9431,50.7402,71.0843,37.0648,39.6097,57.8376,40.1332,44.955,92.9392,54.1944,60.2683,47.4688,49.1292
GSTZ1,4.0098,3.9166,5.1347,5.3979,1.4809,1.8532,4.8012,21.0318,2.0067,0.7493,11.6174,0.686,3.0516,5.9336,3.7219
KIAA0586,5.3464,6.2665,6.1617,5.3979,4.4428,5.295,4.8012,7.8869,4.0133,3.7463,6.9704,8.2321,6.1031,16.3174,6.6994
TMED8,24.0588,21.9328,37.997,19.4324,19.252,15.8849,24.0059,7.8869,12.04,31.8431,11.6174,22.6382,16.7836,18.5425,29.0309
SAMD15,0.5346,1.5666,2.0539,1.0796,0.5924,0.2647,3.6009,0.7887,4.0133,0.0937,0.2323,4.116,0.7629,24.4761,7.4438
AHSA1,44.1078,36.0324,88.3174,45.3423,151.0542,90.0144,91.2223,89.3853,75.2498,143.2941,72.0279,78.2045,73.2374,99.3877,89.3258
DAAM1,20.049,14.0996,18.485,26.9895,16.2902,39.7122,9.6023,15.7739,19.0633,9.3656,4.647,10.2901,15.2578,13.3506,7.4438
ISM2,0.1337,0.0783,0.7189,0,0.1481,0,0.3601,0,0,0.1873,0,0.2058,0.3052,2.2251,0
SPTLC2,139.0063,30.5492,41.0779,33.4669,45.9086,21.1799,31.2076,15.7739,27.0899,30.9066,13.9409,28.1262,19.8351,20.0259,13.3989
RIN3,17.3758,9.3998,3.0808,4.3183,10.3665,7.9424,3.6009,15.7739,13.0433,10.3022,1.8588,6.174,6.1031,5.9336,2.2331
LGMN,73.5129,83.8144,32.8623,133.8677,45.9086,121.7842,153.6375,115.6751,109.363,44.955,58.087,54.8804,90.0209,35.6016,119.1011
ALKBH1,9.3562,8.6164,6.1617,6.4775,13.3283,18.5324,10.8026,10.5159,11.0366,14.0484,23.2348,8.2321,16.7836,12.6089,8.1882
SNW1,122.9671,79.8979,85.2366,83.1275,97.7409,71.482,61.215,63.0955,99.3297,73.0519,148.7027,98.7847,86.9694,129.7974,105.7022
CHGA,0.5346,0.1567,179.7156,0.108,17.7711,0,0.12,0,0.301,0.3746,0.2323,0.686,2.2887,31.1514,79.6489
ITPK1,56.1372,21.1494,86.2635,84.2071,38.504,45.0072,25.2062,34.1767,20.0666,25.2872,58.087,20.5801,41.9589,29.668,19.3539
DHRS7,60.147,46.9988,49.2934,38.8648,66.6415,26.4748,62.4153,131.449,50.1665,53.3841,685.4266,36.3582,57.2167,28.1846,93.7921
PPM1A,40.098,18.0162,60.5898,37.7852,47.3895,74.1295,32.4079,31.5478,31.1032,23.4141,127.7914,19.8941,31.2785,34.8599,34.986
SIX4,1.3366,0.5483,1.0269,3.2387,1.0366,1.8532,3.6009,0.7887,9.03,1.8731,83.6453,4.116,3.0516,2.2251,5.2107
GALNT16,8.0196,3.9166,9.2425,7.557,4.4428,34.4173,6.0015,0.5258,2.0067,3.7463,2.3235,1.372,3.0516,2.2251,1.4888
ASB2,0.5346,7.8331,0.8216,7.557,34.0612,100.6043,0.8402,0.2629,3.01,5.6194,457.7255,4.116,32.8042,5.9336,47.6404
CEP128,1.2029,2.3499,1.0269,2.1592,2.9618,1.8532,1.2003,0.2629,1.0033,2.8097,0.9294,1.372,1.5258,3.7085,2.2331
ERH,141.6795,159.7958,154.042,117.674,149.5732,124.4317,129.6317,241.8662,131.4363,119.88,148.7027,172.1871,138.8458,149.8233,157.0646
HIF1A,161.7285,147.2628,107.8294,66.9338,96.26,100.6043,289.2707,89.3853,331.099,178.8835,34.8522,133.7709,86.9694,84.5538,95.2809
SUSD6,78.8593,43.8655,25.6737,29.1486,28.1375,37.0648,39.6097,21.0318,129.4296,55.2572,34.8522,26.0682,27.464,20.7676,41.6854
SRSF5,102.9181,165.2789,176.6348,124.1515,31.0994,97.9569,92.4226,107.7882,107.3563,115.1972,30.2052,133.7709,81.6292,42.2769,198.75
SLC10A1,0.2673,0.7833,0.5135,0.4318,0,0.5295,0,126.1911,0.1003,0.3746,0,0.343,0.3052,0.445,0.2978
EIF5,77.5227,87.731,153.015,98.2416,102.1837,158.8489,86.4211,262.898,49.1632,81.481,51.1166,73.4025,76.2889,94.9376,160.0421
SERPINA4,0,0,0,0,0,0,3.6009,294.4458,0,0,0,0.1372,0.4577,1.4834,0.0744
SLC8A3,0.1337,0.705,6.1617,0.4318,0,0,0,0,0.5017,0.281,20.9113,0.0686,0.3814,0.445,1.4888
DICER1,25.3954,18.0162,26.7006,28.069,16.2902,26.4748,26.4065,26.2898,19.0633,19.6678,25.5583,24.0102,18.3093,18.5425,20.8427
ZFYVE21,17.3758,10.9664,23.6198,19.4324,29.6185,13.2374,16.8041,10.5159,11.0366,13.1119,4.647,24.6962,27.464,17.0591,26.0534
MTHFD1,40.098,14.0996,21.5659,46.4219,16.2902,29.1223,24.0059,168.2547,12.04,13.1119,104.5566,19.2081,15.2578,8.9004,22.3315
TCL1A,0.1337,18.7995,0.3081,0.3239,0.2962,0.5295,0.4801,0.7887,1.0033,4.6828,0,0.343,0.0763,5.1919,0.3722
ZC3H14,8.0196,5.4832,9.2425,7.557,7.4046,7.9424,7.2018,7.8869,5.0167,6.5559,11.6174,10.9761,7.6289,31.1514,11.9101
TELO2,9.3562,11.7497,5.1347,7.557,5.9237,5.295,7.2018,7.8869,6.02,10.3022,9.2939,6.86,8.3918,5.1919,7.4438
PCNX1,25.3954,14.0996,17.4581,20.512,17.7711,39.7122,12.0029,13.1449,19.0633,22.4775,32.5287,25.3822,16.7836,17.0591,12.6545
BDKRB1,0.1337,0.1567,0.4108,0.5398,0.5924,0.5295,1.2003,0.2629,0.903,0.7493,0.9294,0.5488,1.5258,2.2251,0.5955
GSKIP,9.3562,10.1831,24.6467,11.8754,14.8092,13.2374,22.8056,39.4347,11.0366,14.985,4.647,8.9181,16.7836,18.5425,10.4213
VRK1,10.6928,19.5828,15.4042,11.8754,11.8474,7.9424,8.4021,5.258,9.03,7.4925,6.9704,11.6621,9.1547,39.3101,11.1657
PSMC1,24.0588,13.3163,18.485,16.1937,17.7711,21.1799,12.0029,18.4029,7.0233,6.5559,53.44,13.7201,10.6804,14.834,26.0534
PAPLN,8.0196,25.8493,5.1347,5.3979,8.8855,2.6475,18.0044,1.5774,7.0233,29.0334,1.6264,2.744,5.3402,10.3838,8.1882
RPS6KA5,1.3366,2.3499,8.2156,3.2387,2.9618,2.6475,1.2003,0.7887,2.0067,1.8731,4.647,2.058,6.866,1.4834,2.2331
PPP4R3A,36.0882,52.4819,25.6737,37.7852,41.4659,45.0072,48.0117,42.0637,46.1532,59.94,44.1461,53.5084,37.3816,54.1441,43.9185
C14orf93,8.0196,6.2665,2.0539,5.3979,5.9237,2.6475,4.8012,2.629,3.01,4.6828,4.647,4.802,7.6289,3.7085,6.6994
PSMB5,92.2253,85.3811,122.2066,107.9578,111.0692,145.6115,116.4284,231.3503,81.2698,79.6078,271.8471,73.4025,88.4952,71.2032,116.1236
YY1,44.1078,38.3823,39.024,44.2627,60.7179,50.3022,38.4094,52.5796,51.1698,59.94,76.6748,41.8463,42.7218,35.6016,43.1742
ACIN1,34.7516,48.5654,19.512,31.3078,35.5422,37.0648,33.6082,23.6608,33.1099,55.2572,83.6453,48.7063,47.2991,45.2437,33.4972
CCNB1IP1,24.0588,25.066,24.6467,18.3528,28.1375,55.5971,33.6082,23.6608,56.1865,25.2872,23.2348,43.2183,49.5878,23.7344,34.2416
TRIP11,16.0392,8.6164,8.2156,16.1937,14.8092,29.1223,26.4065,15.7739,9.03,11.2388,30.2052,25.3822,16.7836,21.5093,19.3539
APEX1,175.0945,187.2117,126.3144,161.9367,137.7259,111.1943,112.8276,178.7707,93.3097,110.5144,204.4662,172.8731,133.5056,78.6202,186.8399
PABPN1,62.8202,71.2814,40.0509,60.4564,60.7179,39.7122,67.2164,60.4665,78.2598,110.5144,55.7635,62.4264,60.2683,60.0777,57.3174
EFS,12.0294,3.9166,22.5928,12.9549,11.8474,5.295,4.8012,0.5258,12.04,6.5559,4.647,19.2081,22.8867,9.6421,6.6994
ARHGAP5,41.4346,18.0162,83.1827,38.8648,63.6797,97.9569,55.2135,26.2898,50.1665,33.7163,32.5287,48.7063,47.2991,46.7271,43.1742
CINP,13.366,12.533,19.512,12.9549,10.3665,10.5899,8.4021,21.0318,7.0233,7.4925,9.2939,11.6621,9.1547,13.3506,12.6545
DHRS2,0.1337,0.5483,0.5135,0.2159,0.1481,0,6.0015,13.1449,0.301,0.3746,0,10.9761,82.392,0.7417,0.3722
SRP54,52.1274,40.7323,58.536,42.1035,34.0612,42.3597,56.4138,94.6433,43.1432,34.6528,46.4696,48.0203,35.0929,70.4615,60.2949
CPNE6,0.1337,0,22.5928,0,0.4443,0,2.4006,0.2629,0.2007,0,0,0,1.5258,0.3708,0
CHD8,25.3954,27.4159,31.8353,17.2732,17.7711,18.5324,18.0044,15.7739,13.0433,19.6678,32.5287,26.7542,21.3609,23.7344,25.309
PCK2,44.1078,14.8829,4.1078,9.7162,8.8855,2.6475,34.8085,218.2054,9.03,7.4925,4.647,6.86,7.6289,8.9004,14.1433
KIAA0391,2.6732,3.1333,3.0808,3.2387,1.4809,2.6475,4.8012,5.258,2.0067,2.8097,2.0911,2.744,1.5258,2.2251,2.9775
DCAF11,20.049,21.9328,26.7006,17.2732,17.7711,42.3597,44.4109,184.0286,21.0699,25.2872,51.1166,21.2661,24.4125,17.0591,40.1966
PSMA6,21.3856,14.0996,12.3234,12.9549,11.8474,13.2374,7.2018,13.1449,13.0433,10.3022,32.5287,10.9761,6.1031,13.3506,18.6096
NFKBIA,92.2253,242.0436,65.7246,69.093,108.1074,137.6691,132.0323,176.1417,669.2213,198.5513,230.0245,104.2727,165.547,97.1626,91.559
EMC9,5.3464,10.9664,10.2695,6.4775,8.8855,7.9424,20.405,42.0637,13.0433,13.1119,32.5287,9.6041,16.0207,11.8672,12.6545
PSME2,50.7908,99.4807,21.5659,35.6261,37.0231,50.3022,86.4211,134.078,96.3197,71.1788,34.8522,52.8224,46.5362,34.1182,40.941
BRMS1L,6.683,8.6164,25.6737,10.7958,13.3283,29.1223,14.4035,7.8869,8.0266,11.2388,18.5878,12.3481,11.4433,14.834,10.4213
REC8,1.3366,9.3998,6.1617,2.1592,2.9618,2.3827,7.2018,2.629,12.04,9.3656,0.4647,6.86,5.3402,14.834,1.4888
TM9SF1,4.0098,3.9166,2.0539,4.3183,2.9618,2.6475,6.0015,5.258,5.0167,4.6828,2.3235,6.86,3.8144,3.7085,7.4438
SEC23A,68.1666,35.2491,39.024,60.4564,72.5652,60.8921,28.807,107.7882,32.1066,30.9066,65.0574,56.2524,56.4538,40.7935,24.5646
GMPR2,37.4248,36.0324,48.2665,28.069,35.5422,29.1223,44.4109,42.0637,37.1232,44.0184,20.9113,31.5562,43.4847,21.5093,51.3624
PNN,65.4934,103.3973,81.1288,56.1381,99.2219,39.7122,63.6155,57.8376,64.2131,87.1003,65.0574,111.8187,54.1651,72.6866,96.7697
RABGGTA,8.0196,11.7497,9.2425,15.1141,5.9237,10.5899,13.2032,13.1449,10.0333,14.985,23.2348,8.9181,12.2062,13.3506,8.1882
NFATC4,12.0294,7.8331,2.0539,5.3979,14.8092,5.295,3.6009,0.7887,11.0366,14.0484,1.8588,28.8122,20.598,6.6753,6.6994
PLTP,594.7866,347.0075,73.9401,175.9712,94.7791,145.6115,96.0235,134.078,135.4496,200.4244,127.7914,137.2009,218.1863,115.7051,56.573
PCIF1,36.0882,43.0822,25.6737,22.6711,22.2138,26.4748,19.2047,18.4029,41.1365,31.8431,92.9392,43.2183,33.5671,21.5093,46.1517
GSS,29.4052,43.0822,26.7006,35.6261,20.7329,34.4173,61.215,94.6433,28.0932,27.1603,39.4992,23.3242,27.464,31.8931,31.264
MMP9,9.3562,32.1158,0.9243,43.1831,1.3328,1.8532,0.6001,1.8403,18.0599,12.1753,0.697,4.802,0.6103,2.2251,0.1489
VSX1,0,0.0783,2.0539,0,0.2962,0,0,0.2629,0,0,0,0.1372,1.5258,0.1483,0.2233
TRPC4AP,70.8397,61.0984,71.8863,73.4113,37.0231,63.5396,61.215,89.3853,55.1832,59.94,167.2905,52.8224,46.5362,45.2437,64.7612
PYGB,112.2743,79.8979,153.015,100.4008,103.6646,240.9209,57.6141,21.0318,37.1232,44.0184,20.9113,52.8224,186.145,80.8453,53.5955
ABHD12,38.7614,21.1494,78.0479,25.9099,25.1757,29.1223,39.6097,34.1767,28.0932,21.5409,18.5878,25.3822,37.3816,28.1846,88.5815
PROCR,72.1763,146.4794,4.1078,29.1486,102.1837,23.8273,26.4065,7.8869,58.1932,85.2272,11.6174,24.0102,62.5569,40.7935,17.1208
GINS1,0.9356,3.1333,3.0808,3.2387,1.3328,1.5885,2.4006,1.0516,0.903,1.8731,0.697,2.744,0.7629,11.8672,1.4888
NINL,2.6732,7.8331,3.0808,4.3183,1.4809,2.6475,12.0029,2.629,2.0067,3.7463,0.2323,9.6041,2.2887,3.7085,11.9101
CD40,24.0588,57.9651,4.1078,14.0345,19.252,10.5899,9.6023,18.4029,68.2265,45.8916,13.9409,11.6621,27.464,8.1587,19.3539
UQCC1,8.0196,10.9664,18.485,10.7958,10.3665,52.9496,20.405,21.0318,8.0266,14.985,23.2348,10.9761,13.732,11.8672,17.1208
