gene_symbol,adrenal gland,bone marrow,brain,breast,colon,heart,kidney,liver,lung,muscle,ovary,pancreas,placenta,prostate,salivary gland,skin,small intestine,spleen,stomach,testis,thymus gland,thyroid gland,trachea,urinary bladder,uterus
LZTS3,63.0357,37.5933,342.732075,84.8607,30.1487,64.8355,85.3629,12.3251,74.9635,105.7854,107.2218,54.0797,60.8411,46.3699,398.097,40.8937,53.8547,35.8459,91.0392,57.0489,58.8377,75.3241,124.5241,58.174,89.8401
PDCL,19.9753,27.6094,15.6977,33.904,16.0813,21.4456,21.8948,18.4232,25.0541,11.4956,21.1518,18.5678,30.4529,26.7018,40.1449,21.1379,10.1352,21.1735,15.9869,19.6393,17.7111,22.6713,18.7226,17.8077,24.6101
APOA1,28.24,4.9188,8.5867,7.4894,13.8843,68.0626,18.9296,5421.024,2.3861,4.6506,25.9673,16.8261,14.6278,5.6986,31.1157,6.7214,2471.4075,8.1712,11.5809,291.6853,8.5121,11.5361,13.0091,10.7275,2.4988
FZD1,45.4417,12.6482,24.68445,90.0169,41.3171,42.0991,61.0419,16.2937,38.8737,32.5217,70.1605,26.0657,35.9869,38.4245,33.8731,62.4399,35.4433,19.3246,30.8426,18.6041,15.1126,106.632,38.0018,41.9294,45.2106
ZNF84,6.3876,2.5765,7.9532125,32.3197,11.0464,2.0536,8.746,15.0354,18.2935,9.1703,7.9853,18.184,7.8317,12.6996,3.3522,15.1388,13.7935,7.6344,12.3251,26.5116,14.8737,12.8316,13.1263,14.4669,23.8838
LDOC1,188.4907,50.0073,467.96095,144.776,53.5231,52.4552,99.62,47.3001,79.0067,48.1438,165.0082,95.1709,38.3817,90.2651,294.7205,100.5697,67.0485,72.2882,76.511,65.1576,91.6913,136.8912,121.3011,151.2278,67.6416
DST,32.5264,11.7992,138.207175,152.0853,74.235,159.5511,38.1961,71.3212,138.9245,140.9272,57.0016,37.1429,41.5775,126.7765,35.2991,140.5369,64.4847,40.3937,103.0517,55.1511,141.5764,27.8918,65.5803,118.9378,70.9321
GAS1,40.707,2.2252,14.687525,132.188,47.6947,33.5326,32.4678,3.7104,38.1446,52.8927,158.4859,58.3601,198.4779,298.7995,49.4715,125.5394,8.2461,29.3149,29.8899,9.1152,147.1839,28.8712,119.426,140.0405,232.3
PLA2G15,21.6843,14.9319,28.0428625,17.9746,36.1296,29.5134,35.2234,23.6178,43.679,47.7508,21.5175,1.4169,38.2522,17.6492,13.0843,24.4986,9.9553,33.8777,15.7785,17.7127,20.0705,23.6275,17.6971,18.3901,20.8039
CSTF2,64.7727,80.5153,46.9346,45.1093,60.7246,59.2614,46.6051,36.1365,50.042,26.9213,45.1075,57.1498,74.2391,44.5464,85.8047,49.0599,57.1531,47.4764,57.7554,63.9499,49.8179,64.1581,63.3462,55.7219,51.8353
RAD1,82.2359,113.5413,55.052125,50.3134,29.9656,97.1457,42.9111,44.4823,39.6138,106.3095,47.2816,39.2216,94.3253,69.62,46.1914,59.3409,39.7413,43.8779,44.5769,61.7646,58.7979,44.9313,48.9307,49.3058,48.7554
SLC16A2,130.8901,23.3641,84.3805625,48.7387,43.087,72.1699,81.1097,103.6343,35.3276,48.4714,66.5641,54.493,82.9122,46.3699,73.5314,35.5543,41.8603,49.564,67.3416,26.6266,38.8867,80.9379,58.1894,56.0284,45.2687
EDNRA,24.9341,8.1198,17.6318875,54.7495,14.1386,52.6703,17.9312,12.0025,102.5363,26.5719,131.8278,26.8234,32.276,77.9345,22.492,39.1349,20.9501,39.0269,15.1236,37.8217,18.1391,23.8331,41.3713,95.8328,76.1065
INA,108.1412,56.5071,534.713025,35.8339,43.7583,22.4137,32.8872,45.1061,29.2298,49.4539,55.1043,49.2976,33.0095,28.3951,35.0356,33.9839,50.3163,34.4144,47.3952,60.7869,39.3048,31.2154,31.5266,66.5108,46.0823
SNCA,27.9178,630.5961,185.9776,25.6512,25.8613,32.4324,28.649,21.1334,34.35,23.7117,41.3283,26.9808,61.0515,31.9607,40.1584,48.4475,37.1075,46.9993,25.8113,22.6585,33.9586,26.1105,43.7299,28.474,35.0121
TIE1,31.0416,1.6396,1.9311375,2.362,0.9765,14.2579,2.4561,12.9059,49.9757,13.7554,12.9227,0.8856,54.2392,29.1766,0.9191,2.387,2.5788,42.5856,1.9053,1.7253,1.5531,8.4516,2.1682,23.9684,23.6513
PTPRZ1,8.2927,7.9637,387.6316125,42.1711,12.6942,12.9671,9.1653,14.3255,10.0747,11.7903,5.7908,9.092,9.5145,26.0505,15.0307,133.6741,17.8116,28.2711,126.8833,9.0289,10.3937,8.0815,119.7776,10.6049,7.3801
CXCL1,11.3184,53.5207,14.83265,26.0977,22.52,25.4648,44.7481,19.4234,127.9882,9.7598,20.3593,47.9397,31.1325,19.4728,21.0322,13.8197,55.8937,153.8212,21.1968,13.8021,41.1565,14.1271,184.0613,11.2792,28.4164
GAP43,26.8392,16.6106,255.8242125,14.6331,20.7298,29.5134,21.0462,17.8101,13.3666,13.8864,18.6119,15.8421,18.2739,13.7199,38.3517,18.3844,20.2105,20.756,17.664,15.2399,19.3338,16.7181,31.5852,20.4334,18.2857
GEM,79.8452,33.67,55.1453125,129.8548,250.1608,74.9276,35.8225,74.4025,227.0116,53.384,45.2294,25.4458,22.7831,204.692,33.738,71.3599,96.9744,32.2076,62.5783,41.2339,46.0547,222.9495,124.9929,240.6035,195.0216
ZNF592,42.8082,79.7248,60.9582375,40.6156,45.284,52.6605,37.7993,39.2339,38.9399,97.9252,43.035,39.9399,27.4756,37.1871,43.4971,43.4064,43.7494,39.1263,35.4571,49.3139,42.3512,45.7435,46.2937,32.765,43.6997
ZNF142,20.4236,32.6453,55.991725,27.1923,19.7126,26.0516,23.8117,23.9082,19.1551,27.4453,30.7524,40.117,15.4692,12.6019,23.8707,18.3425,12.684,22.7243,18.9938,39.4511,39.6632,35.6571,26.4577,22.4972,28.5908
MMP1,0.5603,1.8153,2.9968375,0.2304,0.7324,0.4107,3.2348,3.0974,13.7864,6.0917,1.2801,9.5643,62.6534,4.8193,4.3254,0.5025,25.3681,15.6863,15.9572,5.2333,0.8363,2.4059,4.2192,3.6167,33.7627
PC,111.0549,9.3105,102.1809625,49.891,38.8759,17.8958,84.2846,231.0155,26.1809,54.563,3.2916,6.1401,21.618,44.2208,167.5003,46.9241,10.675,14.9109,35.6059,48.8826,32.4354,13.4485,60.7092,31.8148,3.3123
RABIF,41.3514,55.0725,47.5457,31.7148,34.0851,40.7496,37.7993,30.1353,39.9673,35.764,16.641,40.6779,43.7215,33.8982,48.255,25.3152,36.0131,40.2894,29.1456,61.1895,46.7118,31.9557,32.8158,31.7229,28.8523
OSTF1,35.6362,94.9788,27.9917,34.9122,53.34,30.3348,35.3432,41.3634,57.9294,29.8033,52.5442,33.4751,94.8862,26.2459,62.3936,54.0853,58.7124,106.0466,57.3386,21.2783,50.5945,52.2519,48.6963,44.3201,35.2155
C9orf16,411.8892,132.7186,148.4377875,82.4411,65.0424,59.3348,64.4565,40.9601,69.2468,40.2345,54.4491,76.9869,47.1842,63.4819,109.9052,127.3296,66.8835,97.1746,77.7614,57.5952,93.8417,78.1773,97.832,95.3526,77.1718
BRPF1,54.1827,58.6152,37.38555,48.5083,25.0832,8.1558,33.3065,6.6465,35.5265,24.6942,65.9545,25.0325,29.385,40.7691,43.0375,38.2554,30.1058,47.1782,47.7524,68.6082,71.7402,48.0569,44.4771,42.9715,48.2905
CLDN5,13.1675,4.2746,87.3576625,58.3021,41.8664,46.7637,9.345,21.6819,152.7109,49.1264,79.9744,14.7598,52.8153,74.6999,17.6259,119.7916,8.0962,43.8978,44.1799,4.1406,89.1227,27.8841,32.4056,124.3169,31.2058
ENO3,4.2584,3.9818,16.9054625,13.1929,17.6376,366.7168,15.2156,80.0811,10.8038,3161.4456,9.753,1.0627,8.7378,356.306,36.171,13.0031,22.5494,12.1673,4.4656,15.6424,23.6546,20.1111,10.0791,4.5975,9.5884
PIK3C2B,15.0725,19.5579,84.3141,114.4727,109.6094,60.1415,13.5982,18.8426,139.057,16.8995,73.5131,30.5232,159.2225,49.9519,115.0551,210.7504,139.3145,118.9893,124.1444,13.9172,263.4855,95.4969,20.4513,94.9541,99.4285
TOM1L1,16.6414,9.1934,23.1096,70.458,48.6407,14.0819,112.1399,95.1164,42.6848,6.6812,14.6904,64.8839,21.8769,50.9288,24.7087,72.4906,147.0508,12.048,155.761,35.138,19.3537,70.759,74.1285,32.4278,60.9588
KCNQ1,199.3889,6.2656,7.643325,7.2014,30.7285,20.8295,66.9125,6.6143,33.5712,6.3209,3.9926,21.6083,9.6763,4.6565,56.4462,3.2351,29.5061,6.3521,155.2847,15.6712,22.0418,137.0763,30.589,20.9953,3.3123
DOLK,82.4227,32.5575,46.305875,38.4264,51.8753,56.1517,54.5723,46.6548,65.4854,37.9911,74.0007,59.0981,55.4042,40.5737,69.8008,28.7701,40.481,46.1643,46.9188,71.1961,31.7186,51.3265,62.8188,41.439,47.9418
CD44,45.4417,115.7445,41.1322625,161.6703,77.5001,40.9623,40.7645,43.2751,254.1287,51.0996,33.5259,479.0647,68.2116,144.7514,355.2825,333.9891,80.9769,162.0073,53.5205,20.4372,98.5532,143.5924,147.5904,140.0251,121.6488
PDE4D,11.4305,12.575,16.36785,11.4934,21.6655,24.438,28.02,16.9713,38.8405,139.9447,13.9894,12.9,17.508,45.9955,13.5303,14.4793,25.608,13.5391,23.251,9.9922,27.6269,26.9588,19.5137,33.2401,14.5133
ARHGAP11A,1.3448,20.0264,5.5364625,8.8721,5.0655,8.2145,4.4928,7.0337,6.363,8.7117,1.6458,7.1437,5.5016,5.0147,0.9191,5.7163,14.933,10.2587,2.3817,10.4091,0.9557,4.3183,4.8638,1.2873,9.1235
BID,12.299,91.7582,38.819075,17.9458,29.2637,25.3181,20.3972,69.1111,49.9426,17.1615,10.7892,44.9582,30.6147,36.5684,21.708,21.3891,19.5208,79.8332,25.6029,6.1247,64.9306,37.3844,26.5749,32.2133,48.9007
C15orf39,59.3189,61.7967,33.3041,43.2273,49.251,38.8622,39.7561,40.9547,43.8558,40.4801,77.9223,58.4683,54.4765,26.5932,46.2996,38.6742,56.0137,64.2363,39.3372,114.4044,35.0836,35.1636,54.2242,36.2285,43.9322
STRN3,15.1286,11.6235,26.839225,30.4185,32.2542,42.9205,32.8273,50.2685,33.6706,161.1672,37.9147,38.6706,39.6762,114.3618,13.2735,62.5341,32.3548,28.7185,34.8914,44.9145,22.1314,25.0772,27.4539,52.6569,43.0024
ADCY9,26.7458,17.4304,34.8861625,34.3937,38.4487,48.5631,37.9191,13.8738,46.7058,229.9551,58.1318,44.5941,36.9793,35.6892,68.1067,19.892,58.5125,36.8598,20.8396,25.879,20.8869,58.9144,38.5195,48.9176,23.7094
AGTPBP1,16.9776,27.5509,60.5088,17.9746,15.8677,31.0976,29.0533,14.0029,28.7327,33.1112,9.9663,25.3868,19.1261,18.2354,8.1371,14.6363,22.4894,40.3192,24.1739,32.32,27.3581,24.0285,12.9212,18.7272,12.2034
NOV,1194.8485,36.3344,59.4564375,32.5501,43.3311,33.8553,30.4311,20.2945,27.4734,23.2531,25.6321,21.0179,24.3364,47.3143,25.0872,57.8229,40.7508,17.8931,28.8479,30.3072,29.1799,66.6257,38.9394,72.7328,70.8377
SAMHD1,26.7832,20.9047,27.4098375,11.0037,43.3311,29.396,47.5037,37.169,67.0099,35.764,45.7171,38.2573,29.385,59.8511,18.3288,14.071,52.7752,107.5973,5.4183,15.6999,41.3357,65.7004,44.2427,65.0396,44.6876
EVPL,2.8016,3.4548,3.9868,3.8599,5.1265,5.2807,6.1102,6.7111,5.1699,4.9126,2.6211,3.07,2.3948,2.6051,7.2991,108.9871,12.834,2.684,3.4534,3.6231,4.2411,4.9969,6.2702,3.2489,8.1356
HIRIP3,24.8781,60.6061,28.666,39.4058,47.6032,15.0207,29.1731,11.2281,20.7459,59.4102,50.5936,14.2284,19.3527,39.9224,42.7131,41.4591,26.8674,33.3409,33.522,127.7848,50.475,33.2512,12.5403,39.1096,47.3026
DMTN,73.7938,395.2571,203.9489875,38.6569,43.209,82.79,99.9794,53.0432,45.0046,63.0128,32.3677,66.655,38.317,37.9035,61.907,29.3354,22.9692,49.1465,68.0561,42.2116,27.1789,74.2137,30.882,35.7994,41.7239
PPP3R1,35.4681,55.3067,47.9413875,35.6035,35.1836,31.391,25.9683,29.7481,29.263,22.4671,25.8759,28.8406,32.8154,33.019,37.2523,36.6536,22.7893,36.8002,34.4746,41.3777,47.339,30.0124,35.2184,31.6003,28.6779
CDC7,24.8781,56.39,53.756325,33.7599,34.4208,41.7177,35.6427,51.6881,62.1714,17.62,48.9478,57.9173,66.0838,33.6052,12.057,40.8309,54.5144,61.3734,34.5342,74.8191,84.9414,31.2154,25.4322,25.5622,84.6101
FARP2,29.1925,15.8688,54.6983625,43.4962,48.2745,11.8523,23.5422,43.6865,36.5207,22.5981,38.5852,27.4531,16.5048,27.2228,39.0906,42.4013,49.6566,30.1201,51.6822,65.1001,33.2717,26.4035,35.3942,40.3356,32.3099
HIVEP1,11.1503,5.68,22.9437375,26.9042,19.1633,22.3551,16.7132,76.4029,44.0104,23.0566,26.8817,25.741,22.2653,25.0085,11.5704,31.0315,22.3695,15.567,26.377,27.3742,36.1389,32.6343,21.6232,23.8458,22.3148
ELMO1,13.0554,91.1726,236.418975,18.4355,34.1766,26.873,39.2969,32.5874,90.0756,11.7248,22.7976,27.5712,36.9577,25.9854,38.604,34.1095,10.4351,131.6338,17.922,24.9589,72.2778,119.0627,22.7952,35.1251,28.3002
DPH2,42.8082,14.1707,30.622675,37.2166,28.684,23.0592,37.3201,29.1673,28.567,43.2312,28.3446,33.8884,25.8898,54.4456,40.4423,36.7478,30.8255,30.7165,46.502,33.3552,37.2739,32.696,33.4018,30.7114,36.6682
HSD3B1,24.766,1.8153,4.4308125,8.5264,4.9434,17.9545,8.087,9.8085,2.1873,14.1484,0.6705,17.4755,653.8478,1.042,25.1413,48.1177,30.8255,5.189,1.7863,8.4538,18.6369,2.6527,4.4536,7.969,7.4383
ATXN7,60.9345,64.8222,27.9595875,72.3592,57.7951,36.2316,40.3152,51.559,59.0562,50.1744,29.1675,91.8647,43.5273,31.8142,35.1978,64.4186,64.4097,39.2158,51.1165,42.9592,133.923,44.6331,48.6084,61.1777,30.3632
PPIC,62.3913,6.8804,19.5440125,103.5842,147.936,122.3954,94.5881,97.1814,109.0319,53.9735,97.4079,105.5618,178.2839,123.4143,97.5103,109.4583,112.0573,39.4543,89.9377,31.1123,60.8687,131.5242,115.4119,138.6612,104.8619
PLLP,37.3171,31.8548,397.8872125,46.8376,73.2357,61.3737,124.5399,47.7518,160.996,39.2356,30.3562,42.9214,28.3494,32.8237,139.8179,159.9316,64.4697,114.5756,386.5445,59.1192,38.9464,69.772,69.2061,42.7876,80.891
BRD1,49.0838,73.957,53.813075,81.0008,67.6209,42.9792,31.2398,52.7528,71.8152,45.8513,81.7422,58.9505,53.2683,57.0506,45.3894,107.9507,76.7039,67.636,66.7462,175.4597,107.5207,55.3672,37.0056,66.143,77.9563
FAM216A,39.5584,37.1834,136.7524625,31.974,34.5428,78.1547,28.634,31.4259,31.152,29.8033,64.9183,25.3868,35.4043,46.8258,18.3288,24.4986,27.1072,37.9334,33.5815,361.7887,38.8269,27.6373,32.4056,39.8452,30.1598
DXO,85.4671,22.2125,54.168925,26.8466,18.0851,28.6332,20.7866,23.9404,30.1798,12.9912,42.202,13.8742,31.9524,22.6857,26.9795,25.6921,30.4057,16.4418,56.4455,153.223,27.0793,30.5162,36.5661,18.6966,32.7554
ZNF140,11.0943,11.7113,22.8514,49.2572,21.2994,11.6176,26.118,20.2623,37.1172,24.0392,39.0119,33.1209,51.003,49.2355,17.8963,48.4318,24.1686,24.3943,27.6273,48.6526,29.0903,51.635,24.9634,37.5158,46.8377
PHF14,3.6981,2.9278,9.3682875,8.9873,6.225,4.1659,3.8937,5.2269,8.0863,10.1528,10.0578,7.0256,5.178,4.9496,5.623,5.5279,11.3946,7.3362,3.6916,6.2685,7.3473,6.4158,5.0982,6.4365,8.1937
TBC1D8,46.2822,31.9719,47.7635375,67.1742,69.0856,87.3079,55.381,87.1793,47.8879,58.1001,35.5679,103.6725,42.6535,114.6874,103.1062,76.5737,45.5486,60.9857,133.6115,99.7205,53.9097,40.7774,63.4927,54.6492,49.6852
MYO5A,10.534,17.3328,22.152225,12.9912,17.9427,15.7542,17.0127,14.8418,18.2603,14.0174,18.805,16.1177,11.521,16.9003,10.0835,22.2686,11.2747,24.8714,20.1549,14.8948,16.7254,18.6614,14.7085,14.5282,7.7579
NAP1L1,154.3487,207.1147,244.8353375,301.1893,160.1115,174.166,150.628,103.9247,346.549,482.4646,493.8259,184.0049,279.2434,378.8614,135.5105,272.9704,106.8497,281.3694,176.8487,213.9811,373.6346,230.0131,204.0145,380.6644,372.4743
TOX,8.1806,26.5847,23.51615,7.8063,40.9204,16.8983,13.089,14.745,13.2562,13.6899,15.7267,16.649,18.1552,12.6019,8.4886,5.7477,18.7412,19.7123,37.928,25.534,89.2123,32.4492,21.3596,12.3827,13.046
BRCA1,11.5425,23.774,11.041875,17.6865,8.4831,5.4567,5.002,16.4873,5.6007,5.2729,2.8649,15.4387,16.5048,12.2763,14.5441,17.4003,17.3019,16.8195,19.232,37.007,17.3825,18.3221,7.0027,5.5783,30.0436
UGT1A1,32.4424,52.2618,39.1107625,30.4473,228.7089,44.2114,803.5792,1163.5954,32.113,33.9954,39.8958,76.2489,34.8542,45.2302,35.9277,144.3844,595.8797,39.1263,146.5618,42.6716,23.7143,45.7744,143.862,145.772,29.9273
CXCL10,54.687,50.8271,44.4943625,43.2081,38.2046,53.3353,49.4206,65.1748,108.9656,41.7247,38.3414,74.153,151.3908,72.5507,60.0146,28.3932,69.9271,45.0907,35.725,32.7226,96.7089,292.1046,92.5288,50.3275,178.6923
SEBOX,395.64,1.9324,18.041625,2.362,14.5861,167.5162,10.4832,4613.6636,18.2272,16.0479,39.1948,55.9099,46.7312,8.2059,29.6829,2.2614,23.5089,13.8374,23.9358,12.767,17.8007,1.9741,1.4064,10.421,6.4504
REST,10.3845,12.375,7.3989125,22.5258,17.2714,20.7708,17.3921,22.0045,16.6144,23.406,16.3362,11.611,15.4476,14.8271,10.8855,16.9187,20.0706,20.9747,29.6518,19.3997,21.2254,23.8742,17.658,14.569,17.0847
NPIPA1,236.7901,145.3961,703.91835,325.0402,252.4799,242.7372,33.606,36.9754,360.6999,251.265,332.8205,166.7262,34.0451,313.9739,49.6337,338.9594,208.5819,91.8514,312.4747,533.1078,230.632,130.4754,337.8266,370.131,297.5881
CELSR1,2.4467,3.123,4.0206125,18.8579,4.5976,3.4227,8.9856,8.0232,11.8201,5.2401,2.1131,1.8499,1.9633,5.7745,11.282,16.5627,2.6388,6.5608,5.2397,3.7381,5.5951,17.0883,21.0959,6.6613,19.4479
EEF1A2,239.5917,25.2965,1100.3026,24.8303,19.7736,1592.7243,24.7403,36.9109,10.6049,2904.9405,16.9458,51.1868,16.1811,722.5764,96.7803,23.0538,33.8241,26.124,34.7723,12.997,9.5574,16.4714,35.7457,32.4278,20.9201
SEC14L2,10.7021,1.9909,21.327025,25.8673,10.6192,2.171,7.0087,46.2676,10.0084,2.8166,1.0363,10.0366,2.0065,9.8992,21.5188,9.611,27.9469,2.8629,8.3954,3.2205,8.3627,6.786,16.1735,10.0532,8.8329
ST6GALNAC2,13.2235,14.7563,12.0480125,53.8661,11.9008,37.0237,60.982,33.0391,72.1135,16.7685,18.1649,7.9703,75.7278,17.7795,25.6279,131.7268,8.576,11.5112,27.0319,210.9427,9.9158,52.5603,46.0593,40.6421,36.6682
RAPGEF1,5.0429,11.7113,3.6322125,13.0777,18.492,14.5513,3.2947,1.6778,3.4466,24.2357,4.2669,6.7304,16.44,5.4055,19.0317,2.3242,5.3975,15.3284,2.5603,2.0703,4.719,3.5164,3.7504,3.4941,3.661
HPS5,15.6329,28.1072,32.5967625,56.0553,23.9847,13.9646,30.491,102.4728,84.6405,19.454,22.0052,48.0578,80.841,27.5484,23.357,53.5827,37.3025,59.6438,25.0075,75.2792,43.307,51.635,39.5547,33.3473,36.8426
PEX6,25.6625,16.9229,17.49995,26.4722,20.2008,21.0642,20.547,23.9082,10.4724,17.9803,33.2211,28.5749,15.1779,21.2312,22.9786,19.0963,31.5152,18.3703,23.1617,23.3486,24.5506,24.5528,23.1175,29.1789,14.9346
KIAA0513,57.3205,51.9983,305.28875,24.2542,45.6502,8.9772,26.1779,8.9051,40.365,32.2924,31.6972,8.7968,20.2588,36.4056,56.5543,38.3182,10.9149,58.3316,31.4975,23.2911,23.2962,27.699,30.4718,43.1554,33.0653
RAB40B,14.6803,7.7295,169.0216375,48.3643,26.6395,27.8411,28.7239,8.6792,17.2661,123.4709,17.403,17.5346,14.7572,14.5232,29.3044,21.0436,14.963,6.5906,22.9533,15.3836,3.584,15.6694,27.6883,20.2291,13.7433
STAR,3442.8133,3.8647,3.909575,9.333,2.5632,5.5741,2.9353,2.5812,2.3198,3.0131,994.2555,3.3062,1.2945,2.0189,4.2713,2.1358,1.7392,2.1472,1.0122,191.6773,1.6725,2.4676,2.7542,2.0229,1.6852
IKBKE,35.3,52.5546,31.9518,47.5865,47.8168,61.5497,29.5026,69.6596,41.1272,19.4213,36.9699,43.2461,43.4949,28.6881,92.1306,42.6212,26.8973,61.0156,48.2585,40.9464,53.2526,42.1963,47.4364,29.8839,35.9419
GSTM1,331.0915,106.5437,175.8443875,85.9841,101.0347,125.5345,83.446,388.2738,68.7994,381.9739,224.8062,91.0382,57.2489,70.6295,131.0049,83.4207,144.4121,143.2941,145.6985,173.3319,140.6132,85.3797,98.3594,100.1646,124.5907
AHSG,10.0297,6.9682,3.701875,3.1398,1.4647,2.9337,6.0802,2471.3497,1.2262,6.7467,4.7546,3.2471,1.8123,3.4843,5.0823,1.9473,13.4637,4.2645,7.4427,6.1247,2.6582,1.8816,3.0472,1.9003,3.661
INPP4A,13.5036,28.7952,29.0336125,15.5549,19.8652,12.5417,12.2653,17.4714,12.03,13.2641,11.1093,16.4866,8.9805,11.625,13.8142,12.7361,15.2178,16.3275,14.945,12.1488,23.1916,17.3659,12.1448,16.9189,12.6973
PPP1R3D,11.3184,63.5925,17.7207875,22.5834,21.2994,22.5017,20.5769,8.4856,13.7201,46.3098,20.3289,13.4609,38.5759,25.0736,17.707,23.2736,9.7154,34.325,12.2358,9.7478,17.3825,21.9927,25.7545,31.3857,17.23
DZIP1,15.7169,9.8375,45.0747875,27.7684,13.2434,7.6864,27.1963,19.5847,20.6796,9.3668,47.7591,21.6083,18.9643,24.3898,9.5969,9.6738,14.933,10.9148,13.5755,186.1276,11.3494,9.5929,19.8653,43.5845,26.7893
RAD54L,5.6032,48.6605,4.6221,2.0164,4.3331,2.1123,6.1102,4.9688,5.5676,2.8821,2.6821,3.3652,13.0096,2.3445,4.4876,4.5228,3.6583,4.9504,5.9542,21.6234,8.6017,2.2209,3.7504,2.6972,7.3801
LSM7,57.9368,183.9849,93.91405,93.2143,74.029,43.1259,59.4245,74.7251,96.0408,82.7943,126.3011,72.9132,167.1836,134.1602,57.7438,112.6933,109.8683,165.9289,65.0195,50.4353,100.7111,94.5715,79.5196,107.8272,165.7335
FKBP5,2.1852,1.4639,1.2747375,1.1522,149.2177,3.4031,147.7227,12.7768,1.1931,157.7284,125.021,21.7854,1.6828,145.1014,2.8656,51.447,1.2594,208.3953,7.5023,7.5912,223.3445,3.8865,2.2268,130.9374,1.6852
APOC4-APOC2,35.7482,28.7806,37.2945,26.0401,23.0692,33.1219,31.0302,2401.3352,63.4307,26.1025,26.455,26.5085,25.372,20.0589,27.8717,21.9859,67.7082,25.7661,38.2853,21.5946,34.6754,42.2888,24.8169,21.4244,26.5569
IRF4,24.8781,42.9806,22.1601125,23.7165,27.0768,22.003,21.9048,25.231,32.6985,27.8601,18.0837,30.5232,20.3667,16.5421,28.98,22.4256,47.5576,44.0171,33.9388,21.7767,32.8735,33.7653,25.4127,14.4464,27.0024
SELL,42.9763,686.5177,54.102775,21.4312,45.162,48.1719,42.6515,47.4292,75.8915,34.454,15.1781,167.907,34.8866,25.2039,60.6094,21.9859,37.4224,622.2633,31.6762,19.7831,197.5992,156.8173,48.9893,35.7994,25.4528
PCGF3,45.3297,47.6651,53.3841625,70.3716,45.1315,52.5432,19.3789,39.6534,55.8415,35.6657,38.7376,27.9845,37.5403,40.5737,43.6863,69.7266,56.6134,45.538,62.0424,43.9656,55.3134,31.5855,44.0962,43.3086,55.9322
ACOT13,71.6646,67.223,109.35145,56.1129,172.2869,215.9228,110.6423,201.2674,109.1644,169.9772,57.4816,71.6734,82.1355,77.4352,79.1544,110.6832,53.9146,66.5028,72.105,238.3745,85.5985,85.1329,76.4139,84.5331,87.7481
PPM1D,27.3995,35.4853,46.4859125,50.4671,50.0444,42.3631,41.3336,40.7181,53.1572,53.4495,84.0585,23.3204,95.9866,40.0527,31.1427,47.1754,42.6999,56.7809,50.8486,61.362,62.7204,47.0699,36.9763,25.0718,45.1525
ABCG1,113.5203,34.4898,34.8593,35.1138,64.8136,28.4866,30.6408,25.5537,119.4379,111.7134,21.3346,30.4051,55.5984,30.414,43.0916,64.293,45.0088,87.7956,75.9156,12.5945,113.3746,35.3178,49.8682,46.7415,37.046
ATG14,51.4932,68.3941,70.668375,126.8014,72.3812,56.5037,33.1268,55.0436,61.376,47.2268,36.3299,66.7141,71.7796,100.2294,85.9669,86.059,44.679,44.6135,73.4149,77.6371,70.0677,62.1223,44.8873,87.5981,48.6973
ICK,10.1417,5.6214,12.6735625,20.7399,15.4405,9.5053,5.3913,9.1632,15.1783,8.2532,9.753,3.7195,57.346,8.4013,9.2996,11.998,10.2552,14.6127,22.9235,11.2142,3.584,13.4485,16.8181,13.67,16.3293
COX7A1,180.0299,1.9909,135.7099375,78.5811,79.5827,2139.455,101.5968,21.6819,131.8987,2380.5328,144.4051,62.9946,85.5012,440.0584,86.6157,75.1289,42.1002,88.571,35.6655,35.253,53.3422,176.4349,69.0303,258.5032,58.4019
PIN4,41.9397,47.4894,53.7491625,53.0019,56.3152,60.831,51.1279,53.3013,54.3502,45.4091,55.6072,39.7923,58.2683,58.3695,58.0817,43.532,67.9031,47.6703,58.0978,34.3616,47.2046,53.7479,52.2562,53.3006,60.3341
CROT,65.5571,19.0895,72.2144,62.3925,90.8732,68.0626,153.4735,101.5694,48.7826,93.7331,48.7649,30.0509,370.7424,200.9798,48.5524,161.1251,185.2529,47.5957,114.5582,26.9142,54.1188,237.0766,60.0646,128.9758,60.8426
MMP19,24.654,8.3443,27.2070125,9.1313,51.6006,47.1744,11.6513,34.8459,107.8057,33.5042,44.2846,53.2532,70.5498,30.0232,12.2192,34.0781,42.49,146.6938,59.8394,24.01,49.2206,40.9625,37.7088,53.5458,38.8474
CLUAP1,29.1085,24.9451,44.4514625,34.7969,35.4583,42.5391,38.4283,10.0666,37.6143,34.7815,42.6693,17.1508,19.2232,37.9035,29.4126,23.9332,30.2558,32.148,31.6166,75.8255,29.4487,38.8033,62.35,37.9142,37.4818
PPIP5K1,4.8748,6.9097,34.7467125,5.473,26.5479,5.222,6.5894,3.5491,16.1725,20.8951,3.8402,4.6641,3.2362,12.4391,6.0015,27.5138,69.3274,3.519,12.8015,25.764,6.3915,4.195,13.2435,26.3591,5.1719
FGFR4,10.0017,1.9324,2.9077375,5.5882,9.5512,2.2003,29.9818,19.0362,37.8463,8.548,65.0402,11.424,1.6828,6.2521,1.7031,1.8217,14.873,13.9865,7.2641,1.7253,10.3339,2.0975,1.0841,9.5322,3.7482
